Judgement	Transcription	Linked	Comments
1	p1,00:42:18.400,00:44:18.510,spk_0,	True	Counsel: And as recognised by the court itself, it is not possible to enforce any order for contact against those living in Pakistan. And then at Paragraph 28, he repeats -- well, Paragraph 22 he -- has a section headed, jurisdiction, on page five, recites in Paragraph 25, what he says the law is. Section 8, the jurisdictions based either on the Family Law Act 1986. I think there must be an, or, intended or the council regulation Brussels II revised. Paragraph 26, Given the child is in Pakistan, the council regulation is not applicable and the court needs to look at the physical present which residents have found jurisdiction. Q is not physically present in the jurisdiction and no party seems to suggest he's habitually resident. Habitually resident is not subject to time, its meaning is essentially based on the facts and looking at all the circumstances of the case. Its meaning is similar to ordinary resident requires appreciable period of time to live in a particular place. Pakistan is clearly his place of habitual residence. There is, however, case law which provides a basis for jurisdiction, namely, where there is an application to vary a Section 8 order value made in the UK, notwithstanding the child was neither habitually resident nor present in the UK, see Re S, in which the court had jurisdiction even though the child had moved to live in Holland since an order was made. The father accepts the court has retained jurisdiction to make orders directed towards himself in relation to contact. Difficulty, as any orders in relation to contact cannot be enforced. As Mr Justice Headley recognised, he could not compel anyone who lives in Pakistan to do anything.
2	p2,01:11:14.660,01:12:29.440,Appellant ,	False	
2	p3,00:13:53.140,00:14:18.620,spk_0,	True	Counsel: I have to say that it's widely known. Yes. I mean, I'm involved in several such cases myself and it has happened. I've even heard them. I mean, it has happened and it does happen because there are so often fresh evidence arises for many reasons, including people changing their mind about the evidence they gave in the first place.
2	p1,00:49:06.410,00:50:07.460,spk_0,	False	
2	p2,01:26:39.880,01:26:42.690,Appellant ,	False	
2	p2,00:05:14.520,00:05:45.050,Appellant ,	False	
2	p3,02:06:16.580,02:09:36.860,spk_1,	False	
2	p2,01:46:05.880,01:46:31.210,Respondent ,	False	
2	p1,00:33:53.130,00:34:34.550,spk_0,	False	
2	p1,00:10:54.040,00:11:17.270,spk_0,	True	Counsel: So, having made those further findings in December 2002, the care proceedings proceeded to a welfare hearing, as it's known, and the final hearing, that second stage of care proceedings took place on the 22nd of May. And on that occasion, the judge made a residence order in favour of the father.
2	p3,01:39:21.570,01:40:08.140,spk_6,	True	The Court: I'm very puzzled, because the father got the order for permission to remove the child on the basis of an undertaking to return the child to the jurisdiction when ordered to do so, and also made provision for interim of order -- Made for provision for interim contact with the mother. Counsel: Leading up to the accounts. The Court: Yes. So then the child goes abroad. I repeat my question. It may be that under English rules of procedure, you have to start anew. I'm surprised you do, but it seems that the mother has to start some new procedure. But looking at it broadly, they are the same proceedings, aren't they? Counsel: Yes they are. The Court: Absolutely. Counsel: Looking at it's broadest one couldn't argue otherwise it's the same child, it's the same parent.
2	p1,00:15:17.940,00:16:35.560,spk_0,	True	Counsel: It's the agreed position of the parties, namely the parents and the Guardian that Q has, is now, habitually resident in Pakistan whichever test is applied here. [Pause]. Since that date, he has lived in Pakistan, living with extended family, going to school in Pakistan. He has returned to this country on a number of occasions for contact with his mother. She's had some contact in Pakistan as well. But his home is in Pakistan. Now, the first application, and I'm now coming, I think, to the point raised by Lord Clarke. The first application made by the mother after that was on the 31st of October 2007. She was then acting in person, and it's right that the, that point should be borne in mind, as was the father at that stage and the order, the application that she made is, as one would expect of a litigant in person, I hope you forgive me, I don't intend to demean her by that phrase, it is not, perhaps in the couch from the terms which we would expect if a lawyer were involved. So if you look at in this appendix, part two Tab 27 you see the application that she made.
2	p2,00:56:56.430,00:58:06.240,Appellant ,	False	
2	p1,00:42:18.400,00:44:18.510,spk_0,	True	Counsel: The father is not in a position to effect any order for Q to come to the UK and as recognised by the court itself, it is not possible to enforce any order for contact against those living in Pakistan. And then at Paragraph 28, he repeats -- well, Paragraph 22 he -- has a section headed, jurisdiction, on page five, recites in Paragraph 25, what he says the law is. Section 8, the jurisdictions based either on the Family Law Act 1986. I think there must be an, or, intended or the council regulation Brussels II revised. Paragraph 26, Given the child is in Pakistan, the council regulation is not applicable and the court needs to look at the physical present which residents have found jurisdiction. Q is not physically present in the jurisdiction and no party seems to suggest he's habitually resident. Habitually resident is not subject to time, its meaning is essentially based on the facts and looking at all the circumstances of the case. Its meaning is similar to ordinary resident requires appreciable period of time to live in a particular place. Pakistan is clearly his place of habitual residence. There is, however, case law which provides a basis for jurisdiction, namely, where there is an application to vary a Section 8 order value made in the UK, notwithstanding the child was neither habitually resident nor present in the UK, see Re S, in which the court had jurisdiction even though the child had moved to live in Holland since an order was made. The father accepts the court has retained jurisdiction to make orders directed towards himself in relation to contact. Difficulty, as any orders in relation to contact cannot be enforced. As Mr Justice Headley recognised, he could not compel anyone who lives in Pakistan to do anything.
2	p4,00:05:02.040,00:05:17.710,spk_3,	False	
2	p3,01:31:42.580,01:33:19.690,spk_3,	True	The Court: The Regulation clearly contemplates that there will be discrete pieces of litigation in relation to children, all the jurisdictional bits of the law accept that so that you can have one set of proceedings about children and then another set of proceedings about children. It's difficult. One can clearly distinguish the care proceedings, which were initiated by the local authority to which the local authority and the child were automatically parties, and which concluded with the making of the residents and supervision orders. Nobody would suggest that the local authority would automatically become a party to any subsequent application made to vary or substitute a new residents audit. So, one might suggest that that was a new set of proceedings. Query the father's application which related to the residence order. But obviously, again, I don't suppose he involved the local authority in making that application. I don't suppose he involved -- he wouldn't. Everybody, it is taken for granted, is it not? The guardian ad litem drops out of care proceedings when they are concluded and has to be reappointed if a further applications made within specified proceedings. That's one of the problems. And so the father's application, although we can argue about whether Section 13 is what it's under, is definitely for a Section 8 order basically and is a new set of proceedings, but is the mother's also a new set of proceedings?
2	p1,00:27:34.820,00:33:51.980,spk_0,	False	
2	p2,01:20:11.990,01:21:27.830,Judge,	False	
2	p1,00:41:43.810,00:42:16.920,spk_0,	False	
2	p3,00:47:48.500,00:48:09.830,spk_0,	False	
2	p1,00:54:49.620,00:55:28.610,spk_0,	False	
3	p2,00:56:56.430,00:58:06.240,Appellant ,	True	Counsel: Yes. Certainly as far as contracts -- why should I restrict it to contracts. But it's not restricted to contract, but to parental responsibility as a whole. And nor is it confined to the proceedings that would then extend 2004 proceedings. It's when ordered to do so by this court. And that's the context in which you consider the subsequent behaviour which in particular, those matters were summarised in paragraph 73. Now I fully accept that one has to be cautious about looking at these in isolation and perhaps particularly has to be cautious about acts of a litigant in person. But nonetheless, a litigant in person is a litigant, and he attended and participated at the hearing, what we call the conciliation hearing before the deputy district judge, which resulted in the detailed and defined contact order on the 12th of December 2007. He participated in the two day hearing before Mr Justice Headley, which resulted in the detailed defined contact order that we've seen earlier today.
3	p1,00:37:58.330,00:38:27.840,spk_0,	True	Counsel: Your Lordship will recall that the second, I'm going to call it, Home made. Application by the mother was to enforce and vary contact, plus other things. In other words, order made at the continuation hearing in front of District Judge Crowther in 2007. So it is a continuation of the proceedings that were started in 2007, as Lord Hope has reminded us. It has the same, bears the same number, and what happens thereafter is also a working out of what happened, of that order.
3	p1,00:42:18.400,00:44:18.510,spk_0,	False	
3	p2,01:06:55.150,01:07:09.570,Judge,	False	
3	p3,00:13:53.140,00:14:18.620,spk_0,	False	
3	p3,01:39:21.570,01:40:08.140,spk_6,	False	
3	p3,00:47:48.500,00:48:09.830,spk_0,	False	
3	p1,00:58:10.620,01:00:10.740,spk_0,	False	
3	p1,00:27:34.820,00:33:51.980,spk_0,	True	Counsel: And then the order, to just go on to the order. The order requires the father to bring the child to the jurisdiction. For contact, the following year, this June, June for 8 weeks, June, July 2009 and provides the mother to have reasonable contact with the child either as agreed or as ordered by the court with reasonable telephone contact with a child in Pakistan and the mother is at liberty to visiting and contact the child in Pakistan. The father, having assured the court that she will be safe with his family and the judgement hopefully, in my hope, is immediately behind that, my tab eight in appendix part one. I don't know what tab number it is in court bundle. The next document is that Mr Justice Headley's judgment. Now, much of this judgment is deals with issues that arose because the judge was here in person and again, I don't propose to go through it in full unless the court wishes me to do so. But he recites the history, some of the evidence he'd heard he got the -- he asked the senior CAFCASS officer in the High Court Mr Miller, to attend to help see the parties and discuss matters. He recites what Mr Miller said to him. Paragraph 17 in the judgment and then paragraph 19 he says, I have no doubt that the court ought to give further consideration as to how this case is to be managed in the long term. It being incredibly obvious to me and not the party that trying to deal with the kind of time scale attempted this time around in such a court case merely underlines the difficulties that the court is inevitably confronted with. It is also my intention to crystallise out a statement of aspiration in paragraph five of the order the 12th December 2007 by directing the attendance of K, child in this jurisdiction in 2000 and nine on the basis that is apparently un contentious between the parties. And he may not be just a holiday but returned in case, in which case the court in every needs to be involved because they would be close to the future of contact can be considered. 
3	p4,00:05:02.040,00:05:17.710,spk_3,	False	
3	p1,00:33:53.130,00:34:34.550,spk_0,	False	
3	p1,00:50:10.460,00:51:22.520,spk_0,	False	
3	p1,00:10:54.040,00:11:17.270,spk_0,	False	
3	p1,00:23:07.240,00:23:51.420,spk_0,	True	Counsel: On the 15th of April 2008, and as you will see, what she is seeking to do is to quote, enforce and vary contact order to ensure Q is in UK to facilitate contact and explore/ order a supervised assessment with a local authority as per attached. I don't want to go through to go too much of the detail of this unless the court wishes to do so. The important point is that this is an application to effectively to enforce and vary the order that she got in December by agreement. That comes before district a district judge to then go to His Honour Judge Turner.
3	p4,01:30:33.960,01:30:52.710,spk_0,	False	
3	p1,00:02:35.840,00:03:58.090,spk_0,	False	
3	p1,00:49:06.410,00:50:07.460,spk_0,	False	
3	p3,01:26:18.710,01:27:02.500,spk_0,	False	
3	p3,02:26:01.110,02:27:19.280,spk_1,	True	Counsel: For my part, I think I would suggest 2007, in the sense that while I acknowledge, they are all proceedings in relation to the same child, to consider a number of applications in respect of one child that could take place over a significant period of time, all as one set of proceedings is, in my submission, something that could well be misleading. The initial orders back in 2003, of course, were a residence order, the order for the leave to remove from the jurisdiction. This is an application that the mother is making, asking the court, essentially, to survey fresh ground. And in my submission, it is, as a result, a separate set of proceedings. To use an example or to consider an example, if a relative, a grandmother, for the sake of argument, sought to make an application in respect of the same child, that would be viewed, one might consider, as a separate set of proceedings. A different party. But yet it's still a Section 8 application in respect of the same child. So, on balance, I think my view would be that I would see these proceedings as separate from the earlier proceedings, and starting in 2007.
3	p1,00:15:17.940,00:16:35.560,spk_0,	True	Counsel: It's the agreed position of the parties, namely the parents and the Guardian that Q has, is now, habitually resident in Pakistan whichever test is applied here. [Pause]. Since that date, he has lived in Pakistan, living with extended family, going to school in Pakistan. He has returned to this country on a number of occasions for contact with his mother. She's had some contact in Pakistan as well. But his home is in Pakistan. Now, the first application, and I'm now coming, I think, to the point raised by Lord Clarke. The first application made by the mother after that was on the 31st of October 2007. She was then acting in person, and it's right that the, that point should be borne in mind, as was the father at that stage and the order, the application that she made is, as one would expect of a litigant in person, I hope you forgive me, I don't intend to demean her by that phrase, it is not, perhaps in the couch from the terms which we would expect if a lawyer were involved. So if you look at in this appendix, part two Tab 27 you see the application that she made.
4	p1,01:04:04.790,01:06:48.220,spk_0,	True	Counsel: That's right. That is the hierarchical. We'll look at the detail of the hierarchy is still that very clearly in the practise guide, which will come into in a moment. Now just to go on, then, with the story, the history. In the course of that argument, the judge asked for further submissions on the issue of forum non conveniens. In other words, were he to decide that the court had jurisdiction, as argued for on behalf of the mother, he wanted them to consider and have helped as to whether or not he should grant a stay on the grounds of forum non conveniens to stay of the proceedings and arguments were addressed on that on the next day. And on that on that point, mother of course contended that these courts were convenient forum and the guardian's position is interesting. She had he season he had opposed, he had argued against the jurisdictional part, in other words, holding, submitting that the court did not have jurisdiction. But if he was wrong about that, he argued that it was a convenient forum. Yeah, Judge Barnes judgement was handed down on the 28th of May and he held that the court had no jurisdiction to entertain the applications. However, he further held that if there was application to entertain -- sorry, jurisdiction to entertain the applications, he would have refused to grant a stay of the applications on the ground and formed opinions. I mentioned that because I think Lord Justice thought with great respect, has erred in paragraph nine of his judgement when he says, if you look at the appealed judgement, which is tab two it's immediately, it's in your core, your Lordship, Courts copy. It's in the core, a whole bundle, she says in paragraph nine, He's corrected Lord Justice I have re read his judgement I assure the court. But that's not what he said when he was giving it extra.
4	p3,00:47:48.500,00:48:09.830,spk_0,	False	
4	p1,00:42:18.400,00:44:18.510,spk_0,	True	Counsel: The father is not in a position to effect any order for Q to come to the UK and as recognised by the court itself, it is not possible to enforce any order for contact against those living in Pakistan. And then at Paragraph 28, he repeats -- well, Paragraph 22 he -- has a section headed, jurisdiction, on page five, recites in Paragraph 25, what he says the law is. Section 8, the jurisdictions based either on the Family Law Act 1986. I think there must be an, or, intended or the council regulation Brussels II revised. Paragraph 26, Given the child is in Pakistan, the council regulation is not applicable and the court needs to look at the physical present which residents have found jurisdiction. Q is not physically present in the jurisdiction and no party seems to suggest he's habitually resident. Habitually resident is not subject to time, its meaning is essentially based on the facts and looking at all the circumstances of the case. Its meaning is similar to ordinary resident requires appreciable period of time to live in a particular place. Pakistan is clearly his place of habitual residence. There is, however, case law which provides a basis for jurisdiction, namely, where there is an application to vary a Section 8 order value made in the UK, notwithstanding the child was neither habitually resident nor present in the UK, see Re S, in which the court had jurisdiction even though the child had moved to live in Holland since an order was made. The father accepts the court has retained jurisdiction to make orders directed towards himself in relation to contact. Difficulty, as any orders in relation to contact cannot be enforced. As Mr Justice Headley recognised, he could not compel anyone who lives in Pakistan to do anything.
4	p1,00:33:53.130,00:34:34.550,spk_0,	True	Counsel: The parents. Who were then, of course, up to the moment he made the order, the parties. Now that, and he then goes on two make to decide that it's impractical for the child to be brought to the country in 2008. Father agreed between the child in 2009 didn't agree in 2008. Mr Justice Hedley ruled that it was impractical for him to make an order at that date a 20th of June for that to happen.
4	p4,00:05:02.040,00:05:17.710,spk_3,	False	
4	p3,02:01:45.110,02:04:18.650,spk_1,	True	Counsel: Can I at the outset say that there was some discussion yesterday morning about the appointment of the guardian and the appointment of the child as a party. And there was, as I recall, a request perhaps to have sight of Rule 9.5. Lords I have brought copies of that today if they may assist together with a copy of the practise direction from April 2004. You will see in 9.5 paragraph one that it is open to the court if it is in the court's view in the best interests of any child to be made a party to the proceedings to go on and appoint sub paragraph A an officer of the service or a Welsh family proceedings officer, and that would refer in my submission to CAFCASS and that is indeed what happened in this case. My Lords in paragraph five 9.55 it is clear that that person who is appointed is then to be treated as a party for the purpose of those proceedings. Lords the attached practise direction is of relevance in this way, in the sense that at paragraph three it sets out some guidance in respect of the decision to make the child a party. And it refers at paragraph 3.7 to circumstances which I would say called to this case so that where there are international complications outside child abduction, in particular where it may be necessary if they're to be discussions with overseas authorities or a foreign court. So my Lords in my submission, while I acknowledge that it is unusual in many private law proceedings to have the child joined as a party as was indicated yesterday, in cases of this type where you have got non abduction international complications it may well be that it is a more likely occurrence than not.
4	p1,00:54:49.620,00:55:28.610,spk_0,	True	Counsel: So the matter -- the argument was at that stage that the court had jurisdiction under the residual domestic rules. Mother argued that it did. Father argued that it did not. There wasn't an ongoing variation that the order -- that there was a fresh application following the fresh application we made following the child's removal to Pakistan and that in those circumstances the court had lost jurisdiction because the habitual residence requirement can no longer be satisfied. In addition, in the course of that argument, the judge --
4	p2,01:11:14.660,01:12:29.440,Appellant ,	True	Counsel: At every time. And of course it is, My Lord Clarke was quite right to remind me, the jurisdiction of the courts. The jurisdiction is in the best interests of the child. But that is very close to asking the welfare question, and it cannot be right in my submission at all points for the court to consider the welfare question in order to determine whether it has jurisdiction, since the point of establishing jurisdiction is to carry out the welfare exercise. In this case, of course, we're dealing with a country that isn't Pakistan that is not a signatory to the Hague Convention, and consequently, 12 (4) comes into play, and here we move into an element of some uncharted waters, an interpretation which we put forward without authority for discussion. This contains a deeming provision, where the child has habitual residence in the territory of a third state, which is not a contracting party of the Hague Convention, jurisdiction under this Article shall be deemed to be in the child's interest.
4	p1,00:02:35.840,00:03:58.090,spk_0,	True	Counsel: The court will be aware that this is an appeal against an order of the Court of Appeal dated the 21st of July. Dismissing an appeal against the decision of his honour Judge Barlett, sitting as a judge of the family division whereby he held the court did not have jurisdiction to entertain applications under the Children Act for orders assessing and defining contact between our client, the mother and the parties' only child, Q, who is now aged nine years of age. Permission was granted -- it was refused to appear, permission to appear was refused by the Court of Appeal but granted by this court, I think on the 28th of September. Could I just my Lord mention one or two preliminary matters? First of all, we are extremely grateful to the court for accommodating this case, this appeal so quickly. Of course, as a children's case, it is a matter of some urgency. I hope the Lord will permit me just in particular, thank the court staff particularly I name Mrs Demanbro for the assistance that they particularly she have given us over the last few weeks in the unusual circumstances in which we found ourselves. And it's a credit to the court that they were able to provide that assistance despite or the other demand on their time in the last few weeks.
4	p3,01:39:21.570,01:40:08.140,spk_6,	True	The Court: I'm very puzzled, because the father got the order for permission to remove the child on the basis of an undertaking to return the child to the jurisdiction when ordered to do so, and also made provision for interim of order -- made for provision for interim contact with the mother. Counsel: Leading up to the accounts. The Court: Yes. So then the child goes abroad. I repeat my question. It may be that under English rules of procedure, you have to start anew. I'm surprised you do, but it seems that the mother has to start some new procedure. But looking at it broadly, they are the same proceedings, aren't they? Counsel: Yes they are. The Court: Absolutely. Counsel: Looking at it's broadest one couldn't argue otherwise it's the same child, it's the same parent.
4	p1,00:48:26.700,00:49:05.200,spk_0,	True	Counsel: He seeks to set aside or discharge the order requiring him to bring the child to the jurisdiction that summer, effectively. So he is seeking -- he invoked the jurisdiction of the court to vary the order made by Mr Justice Headley the previous year, and the reason he does so is set out at paragraph five for the reasons set out in the applicants position statement in this matter which we just looked at, [inaudible] but that's the document, the applicant contends that it is no longer in the child's best interest or necessarily practically possible for the child to be brought to the UK this summer.
4	p3,02:06:16.580,02:09:36.860,spk_1,	True	Counsel: Of course, the order of Mrs -- Mr Justice Headley had provided for the children's representatives to restore the matter back before the court once the guardian had had time to make some preliminary inquiries. The report was therefore prepared and the matter then, of course, as we know, brought back before the court in the early part of this year. But more to the relevance of that report in my submission is perhaps that at Page 13 it seems that the guardian was the first person, certainly the first party, to seemingly apply his mind to the jurisdiction of the court. He has consistently since that time flagged up with the court his concerns about the jurisdiction. Lords, a position statement filed on his behalf in February was very clear that one of the first questions that the court should be asked to consider was the question of jurisdiction. And that position statement is at Tab 18 again of Appendix 2 as I understand it. The Court: Yes. Counsel: So, it would seem to be clear on the face of the papers that the guardian has consistently raised this concern. He has been seeking the guidance of the court on the matter, and he has sought the guidance of the child's solicitor. He himself was not expressing a personal view, and to some degree, that remains, in terms of the question of jurisdiction, his position. At the hearing in May, before his Honour, Judge Barnett, the child's solicitor argued on his behalf on legal grounds that the court did not have jurisdiction. But My Lords will, of course, have seen that in fact, when it came to arguments of forum non conveniens the guardian, in fact, preferred that the matter be dealt with in this jurisdiction. From that point on, the guardian has taken the view that he was content with that decision of his Honour, Judge Barnett. So, took essentially a neutral stance in the Court of Appeal. He didn't seek to go behind that decision, and the position today is essentially that because he doesn't seek to go behind those decisions, he essentially resists the appeal. But it isn't perhaps at first blush, the most straightforward position.
4	p1,00:41:43.810,00:42:16.920,spk_0,	True	Counsel: He says on the first page, paragraph 4(a), the court has retained jurisdiction in this case, and the father accepts the court's jurisdiction. However, given that the child is habitually resident in Pakistan and he's living there permanently in the day to day care of his paternal aunt and grandparents, the father is not in the position to affect any order for Q to come to the UK.
4	p2,01:06:55.150,01:07:09.570,Judge,	True	The Court: That could arise in the case of an express acceptance. You could say, Sorry, I agreed to this, but I was completely misled and ask for that agreement, that express agreement, to be set aside. So there has to be that modification of the thing it's not so tight it doesn't accept that kind of error.
4	p3,00:13:53.140,00:14:18.620,spk_0,	True	Counsel: I have to say that it's widely known. Yes. I mean, I'm involved in several such cases myself and it has happened. I've even heard them. I mean, it has happened and it does happen because there are so often fresh evidence arises for many reasons, including people changing their mind about the evidence they gave in the first place.
4	p2,01:20:11.990,01:21:27.830,Judge,	False	
4	p2,01:02:18.080,01:03:23.320,Appellant ,	False	
4	p4,01:30:33.960,01:30:52.710,spk_0,	False	
4	p1,00:49:06.410,00:50:07.460,spk_0,	True	Counsel: The reason he does so is set out at paragraph 5, For the reason set out in the applicant's position statement, well we haven't looked at all of it. But it's that's the document. The applicant contends that it is no longer in the child's best interests or necessarily practically possible for the child to be brought to the UK this summer. Necessarily practically possible. Now the matter then comes down for comes before Mrs Justice Black on the 12th of March. And she sets it down for hearing on the 5th of May. In the course of that hearing, we understand, I don't think any of counsel present now were instructed at that point. In the course of that hearing, Mrs Justice Black raised the question of whether the court had jurisdiction to make orders in respect of Q. And thus the matter comes before his honour Judge Barnett, sitting as a deputy judge of the division on the 5th and 6th of May, and Mr Deveraux was then instructed [crosstalk] --.
