Judgement	Transcription	Linked	Comments
1	p2,00:50:04.330,00:50:49.690,spk_2,	True	Counsel: The Nigerian court made an order for financial provision that produced very significant disparity in the allocation of the assets between the parties. The wife gave evidence to the Nigerian court that she said New Barnet is my home and that resulted in order for a life interest in a property that she had left six years earlier. The Nigerian court failed to provide adequate financial relief and caused this wife serious financial hardship at her age, at 69, what greater hardship can there be than to be homeless? We say that the court repeal lost sight of the underlying purpose of Part 3, which is to remit financial hardship arising from a foreign order. In construing the provisions of Section 16, they imposed a test by looking at the forum conveniens test that was not contemplated by the Law Commission and is far too restrictive a test that it would shut out virtually all applications when a foreign court has made a financial order.
1	p3,01:56:15.050,01:56:51.850,spk_4,	True	Counsel: If for example you had a situation where an Italian court made a financial order making an order for maintenance for a wife. But there was a property here that the Italian court had not dealt with. Then the wife would be able to apply here under Part 3 to deal with the, the property in this jurisdiction. And there would be no risk of conflicting judgments because Brussels One would not apply to her claim in England because it would be a claim dealing with rights in property arising out of a matrimonial relationship.
1	p1,02:08:51.750,02:11:33.280,spk_2,	True	Counsel: And then Section 26 of the Act sets out criteria from which the Court should have regard in considering the appropriateness of making a relief order including the connection which the [inaudible] have and so on. So it's a similar statute. And if you go on to page 521, Mr Justice Quirk deals with the similarity between the Irish statute and the English statute, because today there have apparently been no cases reported within this jurisdiction where consideration of section 23 of the Act of 1995 has been required. In England, the Matrimonial and Family Proceedings Act 1984 contains provisions similar to the provisions of section 23 and 26 of the act. And it says section 13 of the 1984 act is similar, but not quite identical to section 23. And section 16 of the 1984 act is similar but not identical to section 26. And then he goes on to say that some of the reported cases in England have been referred to in the course of the case. The facts of the case are not particularly relevant, they concerned an Irish couple, who, had gone to live in Spain, and the husband had issued proceedings in Spain, and he had come to a deal with the wife where he paid her £50,000 from a final satisfaction of her claim. And there were no Spanish financial proceedings and no Spanish order was actually made. They only had the agreement, and it would seem that the outcome provided by that arrangement was inadequate, and it looks as though the husband hadn't been full and frank about his financial circumstances, and if we could just pick up page 532, Mr Justice Quirk just deals with the outcome achieved in Spain, he says on the evidence, the outcome achieved by the court in Spain in October 1996 was unfair enough just to the applicants in the circumstance. Having regard to his means of financial circumstances at that time, the sum of £50,000 from which the applicant received, 46 was inadequate to discharge the respondents financial and other obligations to the applicant arising out of their marriage. And then, if you look over the page, please, at 533, you will see what he considered the statutory relief was aimed to provide.  have, and so on. So it's a similar statute. And if you go on to page 521, Mr Justice Quirk deals with the similarity between the Irish statute and the English statute, because today there have apparently been no cases reported within this jurisdiction where consideration of section 23 of the Act of 1995 has been required. In England, the Matrimonial and Family Proceedings Act 1984 contains provisions similar to the provisions of section 23 and 26 of the act. And it says section 13 of the 1984 act is similar, but not quite identical to section 23. And section 16 of the 1984 act is similar but not identical to section 26. And then he goes on to say that some of the reported cases in England have been referred to in the course of the case. The facts of the case are not particularly relevant, they concerned an Irish couple, who, had gone to live in Spain, and the husband had issued proceedings in Spain, and he had come to a deal with the wife where he paid her £50,000 from a final satisfaction of her claim. And there were no Spanish financial proceedings and no Spanish order was actually made. They only had the agreement, and it would seem that the outcome provided by that arrangement was inadequate, and it looks as though the husband hadn't been full and frank about his financial circumstances, and if we could just pick up page 532, Mr Justice Quirk just deals with the outcome achieved in Spain, he says on the evidence, the outcome achieved by the court in Spain in October 1996 was unfair enough just to the applicants in the circumstance. Having regard to his means of financial circumstances at that time, the sum of £50,000 from which the applicant received, 46 was inadequate to discharge the respondents financial and other obligations to the applicant arising out of their marriage. And then, if you look over the page, please, at 533,
1	p1,00:10:27.300,00:20:34.350,spk_2,	True	Counsel: They pose the specific question. Should there be a bar in cases where the foreign court has or could have made an order? The difficulties in the way of reform of the law are thus formidable. They are most acute in cases in which the wife could have applied for financial relief in the country where the divorce was granted, but either failed to do so or did so, but obtained an order which she regards as inadequate. Correspondingly, the difficulties are least acute in cases where the law of the country where the divorce was granted contained no provision for financially relief in favour of the wife. We think there is little doubt that a wife who is thus unable to obtain any financial relief, should, provided she can establish a sufficient link between the marriage and this country, be eligible to apply for a financial order here. But we have had to consider carefully whether the power we propose for the English court to hear applications for financial relief, notwithstanding the existence of a prior foreign decree of divorce, should be exercisable only in such cases and not in cases where the foreign court had made, or could have made a financial order. We are, however, in no doubt that such a rigid restriction would be inappropriate. Our primary reason is that, as we have seen, the country in which the divorce was granted may well not be one with which the marriage has much real connection, but there are also subsidiary arguments which seemed to us to support the view that a restriction of this kind would be undesirable. First, injustice could occur if the foreign divorce court, having dealt with part of a wife's claim for financial relief, could not or would not make any order in relation to capital assets in England, and the English court were precluded from making any order because of the foreign court's order. And my lords and my lady, we say that that really strikes at the very heart of this appeal because in the Nigerian court, the position was that they could not make an order to transfer Litton Road to the wife, and nor would they make any order for her to have a settlement of that property either. And as you will see when we go on to look at the statute, the Law Commissioner's view that there should be no restriction was actually enshrined in the statute, specifically in section 13(2), where the statute says that you can make an application, notwithstanding that the foreign court has made an order for financial provision. The foundation of Part 3 was based on the Law Commissioner's view that a foreign court which had granted the divorce was not necessarily the only court to deal with all issues arising from the divorce, and they came to this decision for for two reasons. First, they recognise the increasing international mobility, which meant that a marriage and the spouses can have connections with more than one jurisdiction and one legal system. Where they married, where they are domiciles, where they are nationals, and where they have lived during the marriage, pre and post separation, and where their assets are located, give them a connection with more than one jurisdiction. And if I could ask you, please, to look at paragraph 27 which is the preceding paragraph to the one that I just referred to, and just starting from the second sentence, it reads. In a world of pure legal analysis, it would no doubt be possible to identify a single system of law with which the marriage was more closely connected than any other. That system could then be regarded as the proper law of the marriage. As such, it would govern the marriage and its consequences. We do not, however, think that this aim can in practise, be achieved at a time when people can travel easily from one country to another. Marriages are increasingly connected with several different systems of law, for example, with the law of the party's nationality or the law of their place of residence, the place where the marriage was celebrated, or even with the law of their religion. In our view, it is unrealistic to suppose that a process of juristic analysis will identify any single right system of law to which all questions relevant to a particular marriage should be referred to the exclusion of all other systems. In this particular case, although it is right to say that during the marriage the parties spent most of their married life in Nigeria, they have a longstanding and enduring connection with this country. This case is a very good example, we say, of the sort of category of case that the Law Commissioners were considering in paragraph 27. There is no right or obvious jurisdiction to resolve all matters that arise in this case, and it's interesting perhaps, to make the point that both parties had jurisdiction to issue a petition for divorce in Nigeria, and in England. That shows the the connection. It is difficult when you look at the background to the case, which I'll come to a bit in more detail in the moment, it's difficult to identify any aspect of the party's lives that did not have a connection with England, from the very beginning. They met here, married here, and the husband still owns two properties here. They are dual nationals, and perhaps the most striking feature of the case, from a financial point of view, is that 75% of the parties' wealth is not in Nigeria, but it's in England. The second reason for the Law Commission as rejecting the principle that only one court should decide all financial matters consequent on divorce, was that the commissioners recognised that an injustice could arise when the foreign court had made an order which was inadequate and produced a serious injustice. This inadequacy could arise in a number of different ways. First, the foreign court might not have extensive powers to make financial orders. It might be only able to make orders for maintenance, as opposed to orders for lump sum or, as we have in this country, property adjustment. Secondly, the foreign court might not have the power to make orders in respect of property, especially immovable property outside its territorial jurisdiction. This meant that a property in England would be outside the ambit, or could be outside the ambit of a foreign order. And also lastly, of significance in this particular case, is that foreign courts do not necessarily have the range of orders that courts can exercise in this country. The range of orders might be very limited, as was the position here where the Nigerian court, it is common ground, only has power to order a settlement of property and not an order for property adjustment, which transfers the ownership of property from one spouse to another. Also underlying the Act was the Law Commissioner's concern about the financial burden that could be thrust on the public purse, if the effect of the foreign order made inadequate provision, and that is referred to not only in the report but also in the working paper. If I could just ask you please to turn back in tab 1 to page 2, it's the second page of the Commissioner's report. They were dealing with a situation where no order had been made by the foreign court. I'm just reading four lines down from the top of page 2. Such a woman may thus face destitution, and her only source of financial support may be supplementary benefit, and if benefit is paid to her, the supplementary benefits authorities will have no legal right to recover the sums paid from the husband, since he will no longer be a 'liable' relative. The fact that the husband lives in this country and has substantial assets here makes no difference to the legal position. And that concern about being a drain on the public part is also a factor in this case because as a result of the Court of Appeal decision, the wife has been deprived of the means to provide a modest property for herself. And if she wants to remain living in London, where she has lived for the last 10 years, she will have to apply for local authority housing, and I will develop this point in due course.
1	p1,00:53:46.050,00:55:27.840,spk_2,	False	
1	p2,00:18:17.240,00:21:40.950,spk_2,	False	
1	p3,00:01:33.070,00:01:56.330,spk_1,	False	
1	p3,00:59:26.150,01:00:04.830,spk_1,	False	
1	p1,02:17:32.580,02:17:53.590,spk_1,	False	
1	p1,00:00:46.820,00:01:57.330,spk_2,	True	Counsel: Good morning, my lords and my lady, with my learned junior Miss Eleanor Harris. I appear on behalf of Mrs Agbaje, the appellate. My learned friend, Mr Timothy Scott QC and Mr Peter Mitchell appear on behalf of Mr Agbaje, the respondent to the appeal. If I may, I will have adopt the Family Law convention of calling the parties husband and wife. The principal issue arising on this appeal is in what circumstances is it appropriate for the English court to make a further financial order when a foreign court has already divorced the spouses and made a financial order? At first blush, it may seem unusual that courts in two different countries can at different times, make financial orders arising out of the same cause of action, namely the parties divorce. The power in English court to make a further financial order derives from Part 3 of the Matrimonial and Family Proceedings Act 1984. And it was intended by its framers, the law commissioners, to remit financial hardship arising from two distinct circumstances.
2	p2,00:18:17.240,00:21:40.950,spk_2,	True	Counsel: Mr. Justice Munby said, in the first place I do not think that Mr Mitchell has made good his assertion that the discretion exercised by Mrs Justice Nicole Clay under section 72 of the Nigerian matrimonial causes that was anything like as broad as that which would be exercisable by an English judge under the Matrimonial Causes Act 1973. On the contrary, the powerful arguments marshalled by Miss Harris strongly suggests to me that it is nothing like so wide and that, at least in relation to Capitol vision, the Nigerian jurisdiction is not fundamentally needs base at all. So it would seem that the wife was driven to litigate in Nigeria if she was to litigate there at all on a narrower and less favourable basis, than would have been the case if she had been litigating in this country. And Lord Justice Wilson at page 56 a few pages on in the Court of Appeal at the hearing of Mr Barges application for permission to appeal against Mr Justice Munby, was of the same view in the middle of paragraph 17 on page 56, he said. However, the analysis of Mr Justice Munby in relation to the way in which that claim was rejected in Nigeria may well prove to be relevant. It is strongly arguable that the claim was not dispatched by redistributive principles at all, whatever their precise nature, but rather by reference to principles, actual ownership to which we were in this jurisdiction were confined prior to the reforms introduced in 1971. Mr Scott submits that such a conclusion cannot be made even on a provisional basis without expert evidence as to the principles of Nigerian law which must have lain behind the Nigerian judge's rejection of the claim. With respect, I reject that submission. In my view, Mr Justice, Munby's recital of the way in which counsel's arguments in Nigeria were cast and the way in which the judge in Nigeria articulated her rejection of the wife's claim enables one provisionally to reach that conclusion. If such a conclusion is valid or arguably valid, then the comments made by Lord Justice Thorpe in Jordan, which the judge cited are in point. It may be that the failure of the wife to achieve transfer of that property in the Nigerian court was a result of the application of principles in no way comparable to those by reference to which we would dispatch such a claim. And in in his printed case, my learned friend has said that the English court made orders similar to the sort of order the Nigerian court made before the changes came in 1971 and that significant disparity between husband and wife in terms of their financial positions after an English ancillary relief order were not uncommon in the past, we submit that those arguments really are merely an exercise in in retrospection, arguing that the wife's award that she obtained in Nigeria would not be out of place in the 1960's is not a constructive way to approach this appeal. Family law, perhaps more than any other branch of the law, has to evolve to meet changing social mores and expectations. In the case of part three, we have the increasing mobility of people around the world over the last 25 years.
2	p1,00:00:46.820,00:01:57.330,spk_2,	True	Counsel: Good morning, my lords and my lady, with my learned junior Miss Eleanor Harris. I appear on behalf of Mrs Agbaje, the appellate. My learned friend, Mr Timothy Scott QC and Mr Peter Mitchell appear on behalf of Mr Agbaje, the respondent to the appeal. If I may, I will have adopt the Family Law convention of calling the parties husband and wife. The principal issue arising on this appeal is in what circumstances is it appropriate for the English court to make a further financial order when a foreign court has already divorced the spouses and made a financial order? At first blush, it may seem unusual that courts in two different countries can at different times, make financial orders arising out of the same cause of action, namely the parties divorce. The power in English court to make a further financial order derives from Part 3 of the Matrimonial and Family Proceedings Act 1984. And it was intended by its framers, the law commissioners, to remit financial hardship arising from two distinct circumstances.
2	p2,01:39:04.120,01:39:23.980,spk_0,	False	
2	p1,02:26:35.080,02:27:38.300,spk_2,	False	
2	p1,00:37:35.830,00:40:21.830,spk_2,	True	Counsel: We can see how they expected the new regime to operate. Paragraph 51. Having rejected proposals for a rigid bar on applications, we are left with the alternative of a flexible discretion under which, although an application could be presented by any person able to satisfy the jurisdictional test that we have recommended, such applications would be the subject of preliminary scrutiny by the court, which would only allow the applicant to proceed if, in the circumstances, it was thought appropriate to do so. In the general formulation of the proposed discretion, we think that it should be made clear by express statutory provisions that the object of the discretion is to provide for the quote occasional hard case. We consider, therefore, that the court should be given power to entertain an application for a financial provision or property adjustment order, notwithstanding the existence of a valid foreign divorce, if in the light of all the circumstances of the case, and in the particular certain specified circumstances, the case would otherwise be one where serious injustice might arise. Our present inclination is not to favour any requirement that the applicant must establish the facts of the case to be exceptional, since he may well belong to a religious or ethnic group in which it is not uncommon, for example, for a wife should be divorced abroad without having a right to claim financial relief. And if I could just ask you please to turn to page 109, paragraph 66, which is the concluding paragraph of the working paper, just to pick up the point about the condition precedent, the Law Commission has considered whether a Part 3 application could be made if another court in the British Isles have made in order. In other words, if a Scottish court had made an order, could you then come to England for a Part 3 order, and they decided no. And just reading the last paragraph, they said it would nevertheless, in our view, be inappropriate to allow those divorced elsewhere in the British Isles to apply to the courts in England and Wales for financial orders. There will be few, if any, cases in which a person divorced in another part of the British Isles will have suffered 'serious injustice', which we believe it should be necessary to establish as a condition, precedent in the exercise of the powers that we propose.
2	p1,02:17:32.580,02:17:53.590,spk_1,	False	
2	p2,00:40:17.980,00:41:18.830,spk_2,	False	
2	p1,00:53:46.050,00:55:27.840,spk_2,	True	Counsel: Holmes and Holmes was actually very undeserving case for a Part 3 application because you had English spouses who had been married in England but later moved to New York. The husband issued a petition in New York, and the New York court made comprehensive orders in respect of all their properties in New York, and in England, and for them to be sold and the proceeds divided, and also made an order for maintenance for the wife and the child. So the New York court, having made a proper distribution of the assets, it seemed surprising that the wife wanted to invoke the powers of Part 3, and what she wanted to do is to try and remain in the English property, which the American court had said should be sold and the proceeds divided. It was always, we say, a very weak application, not surprising that the Ex parte application was refused, and Lord Justice Purchas talks about the purpose of the Act. If I could ask you, just look at these above G on page 57. He said, for my part, I do not believe that the intention of Parliament in passing this Act was in any way to vest in the English courts, any part of review or even correction of orders made in a foreign forum by a competent court, in which the whole matter has been examined in a way exactly equivalent to the examination which would have taken place if the application had been made in the first instance in the courts here. And the words I rely upon is, in a way, exactly equivalent. And we say that the proceedings in Nigeria were not determined in a way that is another way be described as exactly equivalent to the examination that took here.
2	p1,02:13:07.020,02:16:52.700,spk_2,	True	Counsel: Dealing with my next section about how Part 3 should be applied, we've already dealt with the problem about the statutory language once he gate is opened and the way the Law Commissioners dealt with the case, and I'd like to make these submissions, that the discretionary powers of the court under Part 3 should be operated, we say, in a flexible way, focused on remitting the hardship and providing a bespoke solution. And that is because the circumstances that will arise in these cases, which involve other jurisdictions, will be so varied in each and every case. It's often said in domestic cases that no two cases are the same and cases are fact specific, and decided on specific facts, and of course that's correct. But in a Part 3 case where there has been a prior financial order, the range of circumstances that the court has to look at under section 16 are very considerable and will vary so much from case to case because you're obviously dealing with different nationalities and different countries. So that's why we say it should be flexible and focused on providing a bespoke solution. And if it's applied within that sort of framework where it's aiming to remit, the hardship that can be identified, then these majority of tags about being a second bite of the cherry really are not that, and if the English court makes an order supplementing the foreign order, in those sort of circumstances, then it would be wrong to characteristics that as being an appeal from the order of the foreign court because my learned friend is going to say we just had a second bite of the cherry. It was all canvassed in Nigeria, and that what Mr Justice Coleridge was doing was the acting as the Court of Appeal on the order made in Nigeria, but we say no, because the whole purpose is a flexible solution aimed at dealing with the injustice that can be seen. And we also submit that when the court considers whether or not it's appropriate to make an order, as part of all the circumstances of the case, it has to consider the impact on the state purse because as a result of a foreign order, a Part 3 applicant may be reduced to being being reliant upon state benefits or having to apply for local authority accommodation. And that is a very relevant factor in most Part 3 cases because the applicant in nine cases out of 10 is going to be here, in order to satisfy the jurisdictional requirements, and his or her target may very well be a property in this country that he or she wants to live in. And we say it is contrary to public policy to cast upon the public person obligation that should really be born within the family. If the means can be found to provide for the wife, then why should the public person have to pay? And that, we say, is a relevant argument when we come to consider comity.  the gate is opened and the way the Law Commissioners dealt with the case, and I'd like to make these submissions, that the discretionary powers of the court under Part 3 should be operated, we say, in a flexible way, focused on remitting the hardship and providing a bespoke solution. And that is because the circumstances that will arise in these cases, which involve other jurisdictions, will be so varied in each and every case. It's often said in domestic cases that no two cases are the same and cases are fact specific, and decided on specific facts, and of course that's correct. But in a Part 3 case where there has been a prior financial order, the range of circumstances that the court has to look at under section 16 are very considerable and will vary so much from case to case because you're obviously dealing with different nationalities and different countries. So that's why we say it should be flexible and focused on providing a bespoke solution. And if it's applied within that sort of framework where it's aiming to remit, the hardship that can be identified, then these majority of tags about being a second bite of the cherry really are not that, and if the English court makes an order supplementing the foreign order, in those sort of circumstances, then it would be wrong to characteristics that as being an appeal from the order of the foreign court because my learned friend is going to say we just had a second bite of the cherry. It was all canvassed in Nigeria, and that what Mr Justice Coleridge was doing was the acting as the Court of Appeal on the order made in Nigeria, but we say no, because the whole purpose is a flexible solution aimed at dealing with the injustice that can be seen. And we also submit that when the court considers whether or not it's appropriate to make an order, as part of all the circumstances of the case, it has to consider the impact on the state purse because as a result of a foreign order, a Part 3 applicant may be reduced to being being reliant upon state benefits or having to apply for local authority accommodation. And that is a very relevant factor in most Part 3 cases because the applicant in nine cases out of 10 is going to be here, in order to satisfy the jurisdictional requirements, and his or her target may very well be a property in this country that he or she wants to live in. And we say it is contrary to public policy to cast upon the public person obligation that should really be born within the family. If the means can be found to provide for the wife, then why should the public person have to pay? And that, we say, is a relevant argument when we come to consider comity.
2	p1,00:21:54.940,00:27:06.170,spk_2,	True	Counsel: It says, In our view the advantage of giving a remedy needs to be very carefully balanced, not only against the risks of forum shopping. That is the risk that litigants with little or no real connection with this country would start proceedings here solely because they would be likely to find it financially advantageous to do so, but also against the related risk that to confer such a power on the courts could, in the absence of any clear guidance on what law should apply, to the incidence of a particular marriage, pose problems which it would be difficult, if not impossible, for them to resolve. Where we don't need to be concerned about the applicable law in the case because English law is applied, and in Scotland, Scots Law is applied. In order to meet their concerns about forum shopping, the Law Commissioners proposed three specific safeguards. The first, where jurisdictional requirements based on those four divorce proceedings. They considered that the party should, or either of the party should be domiciled in England and Wales, at the time the application was made, or when the foreign divorce order was made or alternatively, either of the parties could be habitually resident in this jurisdiction for a period of 12 months, either before the application was made or the foreign divorce took effect. There is also another basis for jurisdiction, which doesn't apply in this case but I'll mention it anyway, because the wife could have come within this provision had she wanted to. And that provision is that if either of the parties had a beneficial interest in a property that had been a matrimonial home in this jurisdiction, if you invoke that limb of jurisdiction, then the claimant is restricted to the amount of the beneficial interest. In other words, you can't get more than the beneficial interest that's owned by the other spouse. The second safeguard, to guard against forum shopping, was a filter process in the form of an Ex parte application before a High Court judge, for leave to bring the Part 3 application. The purpose of that was obviously to filter out unmeritorious applications before the other spouse was involved in the proceedings. The third safeguard was consideration by the judge of what the Commissioner's described as some specific guidelines, which we will see in due course, because these guidelines became incorporated in section 16, which is the main statutory provisions that we're concerned with in this case. And those guidelines were to assist the court in the exercise of its discretion to determine whether it was appropriate for the English court to make an order, and these guidelines, as we shall see, focus on connection to this jurisdiction, and the jurisdiction in which the foreign divorce was made, and then on financial matters arising in the jurisdictions. There was no issue in this case at any stage about jurisdiction. The wife based her application on her habitual residents here. Of some significance we say, in this case, is the fact that the wife was acquitted of forum shopping. The very feature of the reforms that the Law Commissioners were concerned about. Mr Justice Munby, who dealt with the Ex parte application and then the inter-parties application brought by the husband to set aside the granted leave. On the papers before him, acquitted the wife of forum shopping. If I could ask you please to turn to the bound volume and appendix 1, what I'd like to refer you please to page 45, which is his judgement. It's page 45, paragraph 58, towards the bottom of the page. Little Roman two.
2	p3,00:05:23.740,00:06:30.080,spk_1,	True	Counsel: The next point, which I would wish to raise, is to go back to My Lady's question as to whether there was any authority in relation to the cases where no order has been made in the foreign court. And I said yesterday that so far as I was aware, and I think I speak for all of us on the council's bench, none of us have been able to find any such cases. And I'm not aware of any such cases myself, and I've been wondering why that should be. It's somewhat speculative, but it did occur to me that in the cases where the wife has not been able to pursue any financial claims in the divorce jurisdiction, it is also quite likely that she would encounter enforcement problems in relation to any award which might be made under Part Three, and therefore that her claim under Part Three might, for instance, be tailored and restricted to assets which are to be found in the United Kingdom or another, more accessible jurisdictions. And that, therefore, that such cases would be less likely to give rise to the sort of full blown contest, which would in turn be likely to find its way into the law reports.
