session,start,end,speaker,text
p1,00:20:54.270,00:21:53.690,spk_2,"Two of them work here. One of them works in America and is occasionally here, and the other one works in Nigeria. So in principle, the Law Commissioners considered that a dual adjudication in different countries was permissible but in giving a remedy in this country, the Commissioners were concerned about forum shopping because that was something that they wanted to discourage. And if I could ask you please to turn on to page 89, they gave the definition of forum shopping, paragraph 22 please, about halfway down the page. It says, in our view, the advantage of giving a"
p1,00:21:53.700,00:21:54.350,spk_1,remedy
p1,00:21:54.940,00:27:06.170,spk_2,"needs to be very carefully balanced, not only against the risks of forum shopping. That is the risk that litigants with little or no real connection with this country would start proceedings here solely because they would be likely to find it financially advantageous to do so, but also against the related risk that to confer such a power on the courts could, in the absence of any clear guidance on what law should apply, to the incidence of a particular marriage, pose problems which it would be difficult, if not impossible, for them to resolve. Where we don't need to be concerned about the applicable law in the case because English law is applied, and in Scotland, Scots Law is applied. In order to meet their concerns about forum shopping, the Law Commissioners proposed three specific safeguards. The first, where jurisdictional requirements based on those four divorce proceedings. They considered that the party should, or either of the party should be domiciled in England and Wales, at the time the application was made, or when the foreign divorce order was made or alternatively, either of the parties could be habitually resident in this jurisdiction for a period of 12 months, either before the application was made or the foreign divorce took effect. There is also another basis for jurisdiction, which doesn't apply in this case but I'll mention it anyway, because the wife could have come within this provision had she wanted to. And that provision is that if either of the parties had a beneficial interest in a property that had been a matrimonial home in this jurisdiction, if you invoke that limb of jurisdiction, then the claimant is restricted to the amount of the beneficial interest. In other words, you can't get more than the beneficial interest that's owned by the other spouse. The second safeguard, to guard against forum shopping, was a filter process in the form of an Ex parte application before a High Court judge, for leave to bring the Part 3 application. The purpose of that was obviously to filter out unmeritorious applications before the other spouse was involved in the proceedings. The third safeguard was consideration by the judge of what the Commissioner's described as some specific guidelines, which we will see in due course, because these guidelines became incorporated in section 16, which is the main statutory provisions that we're concerned with in this case. And those guidelines were to assist the court in the exercise of its discretion to determine whether it was appropriate for the English court to make an order, and these guidelines, as we shall see, focus on connection to this jurisdiction, and the jurisdiction in which the foreign divorce was made, and then on financial matters arising in the jurisdictions. There was no issue in this case at any stage about jurisdiction. The wife based her application on her habitual residents here. Of some significance we say, in this case, is the fact that the wife was acquitted of forum shopping. The very feature of the reforms that the Law Commissioners were concerned about. Mr Justice Munby, who dealt with the Ex parte application and then the inter-parties application brought by the husband to set aside the granted leave. On the papers before him, acquitted the wife of forum shopping. If I could ask you please to turn to the bound volume and appendix 1, what I'd like to refer you please to page 45, which is his judgement. It's page 45, paragraph 58, towards the bottom of the page. Little Roman two."
p1,00:27:08.340,00:27:08.550,spk_1,He
p1,00:27:08.550,00:28:09.040,spk_2,"said the wife cannot I think, be accused of forum shopping, at least not in the pejorative sense of that expression. A, she did not choose to litigate in Nigeria and took appropriate steps both in Nigeria and in this country to ensure that her claims would be heard in this country. Having failed in those endeavours, I do not see that she is to be criticised for seeking what she could in Nigeria. And then, as indeed Mr Justice Rider had contemplated, turning to this country when the order made by Mrs Justice Nicole Clay, who was the Nigerian judge, turned out to be so disappointing from her point of view. What, after all, was she supposed to do? Simply ignore the Nigerian proceedings and let them go by default? That would have been a very high risk strategy indeed, not least in the light of Mr Justice Rider's analysis of her situation and his dismissal of her application."
p1,00:28:10.740,00:28:19.260,spk_3,"Yes, that actually isn't really focusing on classic forum shopping at all. What he's suggesting, she's not criticised for shopping in two shops, two different"
p1,00:28:19.260,00:28:20.300,spk_2,shops.
p1,00:28:20.330,00:28:26.600,spk_3,The fact she took great steps to try to have her claim heard in this country could very well have been forum shopping.
p1,00:28:27.840,00:28:35.140,spk_2,Can I just explain the circumstances surrounding that? In terms of the chronology of the case? The wife came here.
p1,00:28:35.190,00:28:51.110,spk_3,"I'm not saying that it was forum shopping, but simply that, little A, doesn't seem to me to be really focusing on the test of forum shopping at all. It's focusing on a separate facto, which is she actually made a claim in Nigeria, and a claim here."
p1,00:28:51.120,00:28:52.070,spk_2,"Yes, but she made the"
p1,00:28:52.070,00:28:54.670,spk_3,"claim and a claim here. So yes,"
p1,00:28:54.680,00:29:46.350,spk_2,"the circumstances were that the husband issued his petition in Nigeria in June of 2003, when she had been living here since 1999. So if she had been a classic forum shopper, she would have issued her application at the first opportunity, say, in the year 2000 when she would have been here for 12 months. So she didn't initiate a claim here at the first opportunity, but also, she issued a petition here, before she issued an answering cross petition in Nigeria. So she endeavoured to have the matter dealt with here, before she made a claim in Nigeria. But subsequently, Mr Justice Rider granted a stay of the husband on her petition here and refused to make an anti-suit injunction in her favour here."
p1,00:29:46.360,00:29:59.020,spk_3,"And the reason why it wasn't forum shopping was that she had valid reasons, as found by the judge, for seeking relief here, other than the fact that she was going to get a bigger share of the cake if"
p1,00:29:59.020,00:29:59.550,spk_2,she
p1,00:30:00.040,00:30:01.580,spk_3,proceeded in this jurisdiction?
p1,00:30:02.540,00:30:04.090,spk_2,"Yes, and the long standing connection, of course."
p1,00:30:04.100,00:30:04.760,spk_3,Yes.
p1,00:30:05.440,00:30:51.830,spk_2,"If I could just show you the judgement of Mr Justice Rider, because there is a certain irony in this, I could ask you please to look at it. It's in appendix part 2, which you'll find on page 208. This is what Mr Justice Munby was referring to. This is the judgement that he gave on the fifth of November of 2004, and at this by this stage, the Nigerian divorce"
p1,00:30:51.830,00:30:52.910,spk_1,case had
p1,00:30:52.910,00:31:42.360,spk_2,"actually started. The case had been opened, and it was part heard. So it's perhaps not surprising that the wife failed in her anti-suit injunction. But if I could ask you please to turn to page 4 of the judgement and paragraph 7. Mr Justice Ryder said, were the courts in Nigeria to come to an appropriate conclusion, she would on the facts, if her own case was pleaded here, have the right to apply in the United Kingdom for permission to make an application in relation to the United Kingdom assets of the couple. So even though he was granting the anti-suit injunction, he was stating that it may well be an appropriate case for a Part 3 application."
p1,00:31:44.340,00:31:48.600,spk_1,"Well, he basically granted the stay, didn't he? And refused an anti-suit."
p1,00:31:50.440,00:32:39.870,spk_2,"I'm going to come onto this later, when you look at the judgement of Lord Justice Ward, he has made the point, well, if you don't grant an anti-suit injunction, but you stay the English petition here on the basis that Nigeria is the appropriate forum. How can it be right to say that Nigeria shouldn't deal with the case? Well, the irony is that the judge who dealt with the application postulated the possibility of the wife making a Part 3 application in his judgement. I was dealing with the the forum shopping acquittal."
p1,00:32:39.880,00:32:40.260,spk_0,Could I
p1,00:32:41.640,00:32:53.350,spk_2,"turn next, please? To the judgement of the trial judge, Mr. Justice Coleridge, which is back in the bound volumes at appendix 1."
p1,00:33:03.240,00:33:04.050,spk_1,
p1,00:33:05.240,00:33:25.710,spk_2,"Mr. Justice Munby had not heard any oral evidence, he had simply considered the matter on the papers, and there had been a hearing that lasted for a full day, and he then gave a reserve judgement. Mr. Justice Coleridge, however, had a two day hearing during which the parties gave oral evidence"
p1,00:33:27.330,00:33:37.440,spk_4,Can I just ask what the nature of the hearing before Mr Justice Munby was? Was it just under the general jurisdiction to set aside Ex parte orders or is there some special provisions in the matrimonial?
p1,00:33:37.700,00:33:45.450,spk_2,"There is no provision in the rules. I suppose, the best way to describe it is as a convention that."
p1,00:33:46.000,00:33:50.880,spk_4,"[Inaudible] all ex parte orders can be. Yes,"
p1,00:33:50.890,00:36:13.460,spk_2,"It is that. In fact, as you would have seen from the Justice Coleridge, there is criticism about whether the procedure is working effectively or not. At page 65 please, in Mr Justice Coleridge's judgement, and if I could ask you please to look at the the top of the page, the second paragraph, Mr Justice Coleridge said the husband's cases as to section 16 is that the parties connection with this country has really subsisted since separation. Mr Scott asked why the husband should be responsible for the wife's choice to live here, at very considerable extra cost. He says this would be grossly unfair on the husband whose own case stroke evidence was that he himself could not afford to reside here. Mr Scott does not shrink from accusing the wife of blatant forum shopping, crawling the globe to obtain a favourable order, and says that this is no more and no less than an appeal from the Nigerian court. He says that it is not appropriate for this court to start meddling in matters already litigated in Nigeria. That this is a black and white case in which the wife should be stopped. If I could ask you please to go down to the bottom of the page, just picking up the the thread of that argument, he says, the parties have a longstanding and real connection with the UK, its culture, and way of life. They are British citizens, all the children are British and were born here. The wife is unquestionably resident here and has strong connections here. She would say that she has been so for a very long time. There are issues as to when the wife came here for the long term, and I have been shown a schedule based on her passport, which I accept. I also accept the wife has spent the vast majority of her time here in the period from 1999 to 2005, she has been in this country now for nearly 10 years. Apart from that, the parties bought two properties here, one in 1975 and one in 2002. The children were all educated here as a result of which they themselves have property here. It was apparent also that each of the children spent at least part of their time here and regarding England as an important part of their lives."
p1,00:36:14.330,00:36:14.490,spk_3,How
p1,00:36:14.490,00:37:20.740,spk_2,"much time the elder children spent here is far from clear, but all have homes here, and the clear impression is that there is a very strong English connection. And then just skipping a paragraph, he said, in my judgement, the wife has established that it is appropriate for the English court to intervene where she has been resident here since 1999 and where I am satisfied that she will continue to make her main home here, where she has her doctor and her English state benefits. I am satisfied that she is not misleading the court with a false case, and this is an appropriate case for an order, despite the Nigerian proceedings. So, my lords, we say that she was acquitted of of the Law Commission's main concern about foreign shopping. The Law Commission has considered that the regime that they wanted to provide for would be a flexible discretionary regime, and if I could ask you please to go back to the authorities bundle, bundle 1."
p1,00:37:21.430,00:37:23.550,spk_1,
p1,00:37:24.130,00:37:28.150,spk_2,At page 102.
p1,00:37:28.160,00:37:29.740,spk_0,two.
p1,00:37:35.830,00:40:21.830,spk_2,"We can see how they expected the new regime to operate. Paragraph 51. Having rejected proposals for a rigid bar on applications, we are left with the alternative of a flexible discretion under which, although an application could be presented by any person able to satisfy the jurisdictional test that we have recommended, such applications would be the subject of preliminary scrutiny by the court, which would only allow the applicant to proceed if, in the circumstances, it was thought appropriate to do so. In the general formulation of the proposed discretion, we think that it should be made clear by express statutory provisions that the object of the discretion is to provide for the quote occasional hard case. We consider, therefore, that the court should be given power to entertain an application for a financial provision or property adjustment order, notwithstanding the existence of a valid foreign divorce, if in the light of all the circumstances of the case, and in the particular certain specified circumstances, the case would otherwise be one where serious injustice might arise. Our present inclination is not to favour any requirement that the applicant must establish the facts of the case to be exceptional, since he may well belong to a religious or ethnic group in which it is not uncommon, for example, for a wife should be divorced abroad without having a right to claim financial relief. And if I could just ask you please to turn to page 109, paragraph 66, which is the concluding paragraph of the working paper, just to pick up the point about the condition precedent, the Law Commission has considered whether a Part 3 application could be made if another court in the British Isles have made in order. In other words, if a Scottish court had made an order, could you then come to England for a Part 3 order, and they decided no. And just reading the last paragraph, they said it would nevertheless, in our view, be inappropriate to allow those divorced elsewhere in the British Isles to apply to the courts in England and Wales for financial orders. There will be few, if any, cases in which a person divorced in another part of the British Isles will have suffered 'serious injustice', which we believe it should be necessary to establish as a condition, precedent in the exercise of the powers that we propose."
p1,00:40:22.210,00:40:24.240,spk_1,What did they mean by the British Isles?
p1,00:40:24.910,00:40:29.990,spk_2,I assume Scotland and Northern Ireland.
p1,00:40:30.380,00:40:31.270,spk_5,And the Republic of Ireland?
p1,00:40:31.970,00:40:32.990,spk_1,"That's what I was asking, yes."
p1,00:40:34.210,00:40:34.530,spk_0,"See,"
p1,00:40:35.410,00:40:41.940,spk_2,"I'm not sure whether they went as far. I'll check that. Oh yes, sorry."
p1,00:40:41.950,00:40:44.210,spk_1,They say at footnote 228.
p1,00:40:44.220,00:41:30.320,spk_2,"Yes. Scotland, Northern Ireland, the Channel Islands, or the Isle of Man. Paragraph 65. As we will see in a moment the 1984 Act made provision for Scotland, but not in the same provision as applied in England, and in relation to Northern Ireland, a statutory instrument made in 1989 applied the Act, in the same terms, apart from a few obvious modifications that had to be made to Northern Ireland."
p1,00:41:37.410,00:41:37.680,spk_1,Can
p1,00:41:37.680,00:41:55.530,spk_2,"I now please to turn, please, to my second main argument, namely the statutory provisions in part two? And can I be give an apology because the statute that is in the bound volume"
p1,00:41:56.210,00:41:56.550,spk_0,"right,"
p1,00:41:57.310,00:42:16.470,spk_2,"which begins on page 112, I'm afraid, is not the current and valid statute, although I do say quickly in our defence, that the provisions that came later are not material to this appeal, but if it might make more sense if we perhaps work"
p1,00:42:16.470,00:42:17.730,spk_1,from the
p1,00:42:18.690,00:42:31.240,spk_2,"the up to date statute, which I had sent over yesterday, I hope we've been able to get a bundle."
p1,00:42:31.240,00:42:34.030,spk_1,It was with a clip of materials that came
p1,00:42:34.030,00:42:34.370,spk_2,over
p1,00:42:35.550,00:42:39.450,spk_1,on a cover of an email from your [inaudible] from your junior.
p1,00:42:41.780,00:42:45.960,spk_4,I'm afraid I've only got the Scottish material.
p1,00:42:46.660,00:42:47.080,spk_2,When
p1,00:42:47.080,00:42:47.750,spk_0,did this come?
p1,00:42:47.760,00:42:57.490,spk_2,"Yesterday morning? I'll arrange for it. It's all our fault, I'll arranged for it to come up."
p1,00:42:57.590,00:42:58.370,spk_0,Just go ahead and
p1,00:42:58.420,00:43:01.320,spk_4,"It's set out in the Court of Appeals judgement, isn't it?"
p1,00:43:01.540,00:43:19.920,spk_2,"Yes, it is. As I say the amendments are not in any way material to the appeal. Okay, use the statement."
p1,00:43:22.500,00:43:22.850,spk_3,Let's get back.
p1,00:43:22.850,00:44:17.220,spk_2,"Yes, if we could turn to the statute, please. And if we could start with section 12. Section 12 permits the application for financial relief following an overseas divorce. And you will note that the breadth of the provision was quite wide because either party to the marriage may apply. There is no restriction on the application being made just by the respondent in the foreign divorce. You could actually have a situation where the petitioner in the foreign divorce was able to apply here. I think I'll check this, but I think the position is different in Scotland. Section 13."
p1,00:44:17.690,00:44:17.920,spk_0,"Yeah,"
p1,00:44:19.790,00:46:30.340,spk_2,"is the filter process. It's the applicant having to apply to the High Court judge for leave to begin an application for financial relief, and in sub-paragraph one will see it reads. No application for an order for financial relief shall be made under this part of this Act, unless the leave of the court has been obtained in accordance with rules of court, and the court shall not grant leave unless it considers that there is a substantial ground for the making of an application for such an order. The subsections that follow are of some importance in this case. Subsection 2 is the one I mentioned earlier, which is statutory recognition for the fact that the court may make a Part 3 order, notwithstanding that the foreign court has made an order that provided for a payment or transfer of property to the applicant or a child of the family. That permits the dual application, and subsection 3 is also important, as will be developed in due course. Leave under this under this section may be granted subject to such conditions as the court thinks fit. This appeal does not really concern the Ex parte stage because, as your lordships and my lady will know, the husband appealed. Mr Justice Munby's decision not to set aside the Ex parte granted leave, and it was referred to Lord Justice Thorpe on paper who refused the application, and then there was an oral hearing in which my learned friend appeared before Lord Justice Warren Wilson, who dismissed the application and gave judgments. I don't want to spend too much time on this, although I would like to just briefly refer you to the leading case of Holmes because it is relevant to some extent, to our appeal."
p1,00:46:30.430,00:46:56.910,spk_1,"It was always contemplated by the Law Commission, wasn't it, that section 13 applications should be made Ex parte. Yes, it was. And this was so that the respondent would be troubled or put to expense. The filter was the courts, well, serious appreciation of whether this was a suitable case or not. Is that provided for in the rules at all, or is this just?"
p1,00:46:57.780,00:47:00.020,spk_2,"No, it's in the rules. It's in the Family Proceedings Rules."
p1,00:47:00.040,00:47:01.100,spk_1,Have you got the reference?
p1,00:47:01.220,00:47:22.690,spk_2,"Yes, I have. It's appendix 1, at the back of appendix 1, on page 121. It's family proceedings rule 3.17. Thank"
p1,00:47:22.690,00:47:23.910,spk_1,you very much.
p1,00:47:24.380,00:50:09.070,spk_2,"Application is made Ex parte by originating summons. There has been a number of course repeal judgments. Not least of all, of course, the Court of Appeals judgement in this case, concerned about procedure, and if you want any assistance on that, I do have some views as a practitioner. It may or may not be helpful. If I could ask you please to look at the authorities bundle 1, the same bundle in which the report is found and to look at tab 5. This is the case of Holmes, which is one of the leading cases and in fact, was the first case that the Court of Appeal considered in relation not to the substantive order but in relation to whether the [inaudible] should be set aside. And if I could ask you, please, to turn to page 53 of the report, in the judgement of Lord Justice Purchas, he dealt with the phrase 'substantial ground', and what he said has really been the test, the basis that has been applied in subsequent cases. It's just below E on page 53, he said the phrase 'substantial ground' for the making of an application for such an order is clearly central to the issues in this application. Looking at that expression in the immediate context of the Act, I have formed the view that what is required is that the applicants should demonstrate to the court that there is in all the circumstances surrounding the application for financial relief, the orders that may or may not have been made, the presence or absence of powers to grant financial relief in the foreign forum, reasons for saying that there is a substantial ground for making an application. That is a substantial ground upon which the court could be invited to exercise its powers under section 12, within the jurisdiction of section 15. In particular, when the court comes to consider such an application, it will have to take into account under section 16(1), whether in all the circumstances of the case, it would be appropriate for such an order to be made by a court in England and Wales. If it is not satisfied that it would be appropriate, and that is a positive onus, the court shall, as a matter of mandatory instruction, dismiss the application."
p1,00:50:09.760,00:50:12.200,spk_3,But that's going further than substantial grounds.
p1,00:50:13.460,00:50:13.760,spk_2,"Sorry, my lord."
p1,00:50:13.770,00:50:25.890,spk_3,"That's surely going further than substantial grounds, isn't it? It's the substantive issue that's going to produce, be the step number one to getting your relief."
p1,00:50:26.660,00:50:30.770,spk_2,Because they had to go on and consider whether it was appropriate or not?
p1,00:50:31.660,00:50:33.570,spk_3,"Well, this particular test."
p1,00:50:33.640,00:50:34.290,spk_2,Yes
p1,00:50:34.860,00:50:53.020,spk_4,"And this was an ex-temporary judgement on an application for leave to appeal, in which the respondent was it called on. Was this prior to the time that there was a practise direction, that such judgement shouldn't be reported or relied on as precedent?"
p1,00:50:53.030,00:50:59.610,spk_2,"I think it was before, long before I think that came in."
p1,00:50:59.610,00:51:10.480,spk_1,"I think wasn't about setting aside a leave that had been given. It was an appeal against the refusal of leave. So it's not about setting aside, which raises completely other issues. Yes,"
p1,00:51:10.480,00:51:12.270,spk_2,it does. It does. That's fair to say.
p1,00:51:12.270,00:51:21.560,spk_1,"What it's doing is incorporating section 16, the section 16 factors into the section 13 applications, which does make sense. Yes,"
p1,00:51:22.100,00:51:22.580,spk_2,which
p1,00:51:23.330,00:51:36.890,spk_1,"Lord Phillips says it is also, perhaps, arguably going further than that and saying don't only decide whether the substantial ground for saying that the case should go ahead by deciding whether"
p1,00:51:37.360,00:51:38.370,spk_3,you're going to get
