session,start,end,speaker,text
p1,00:05:53.110,00:07:43.050,spk_1,"Certainly my Lady. And indeed it's not merely forensic. It is fortuitous, because in the Court of Appeal there were three cases, the third being the case. That had been the lead case and that was mentioned when this case was called on this morning. Namely, Tomlinson. Tomlinson was not a case about whether or not the left had been received. It was a case about whether or not there was intentional homelessness or Mrs Tomlinson's behalf. So that is an illustration, as Baroness Hale has indicated, one of a number of factual issues that may arise. Another instance, and only an instance amongst a number is the question whether or not there is good cause for delay in, for example, asking for a review, which is essentially the same question as the question. Whether it was good cause for a late application for housing benefit, which was the very issue treated as an issue of fact that was dealt with by the Strasbourg court in the Tsfayo case. So there are a number of instances that are plainly on the factual side of the line. Um, one could enumerate them. I think that they would get towards double figures. There are cases, at any rate at the other end of the spectrum, which are plainly not factual issues, but evaluative issues such as whether accommodation is suitable, such as whether or not it's reasonable to leave or to refuse particular accommodation and so forth. And it may be that there are one or two questions where the categorisation would not be as straightforward and some of the cases these certainly are stark cases of primary fact on any"
p1,00:07:43.050,00:08:08.650,spk_2,"view. They're stark, partly because of the result of the review, which was against these two individuals, but it had gone the other way. Of course, it would have led into the the system, which would have opened up all the variety of questions that have been referred to. So one must be careful not to isolate it to sharply, I suggest, because it is all part of the system that's been laid down to in part seven to deal with the homelessness problem."
p1,00:08:09.240,00:08:29.060,spk_1,"Certainly my Lord. If the factual issue is resolved in a particular way, then that may lead into other questions which may be of value of nature and would be therefore, a matter that fell, so to speak, on Runa Begum, um, rather than the side of the line."
p1,00:08:29.370,00:08:40.260,spk_2,"At some point, no doubt you're going to tell us how this our system can live with a state of affairs where one has a whole variety of questions of different levels and have to be dealt with in different ways."
p1,00:08:40.680,00:12:09.660,spk_1,"My Lord. Certainly, I'm going to come to the question of a practical considerations, which weighed heavily with the Court of Appeal and indeed with the judges in the county court and my Lord the, but in our submission put shortly there is. It is a perfectly workable arrangement, if that is what is needed, that one has certain aspects decided in one way and others in another. My Lord, my sixth. That preliminary point was the well, it's the point that I've made that the about yes, the seventh is that although, and this indeed is the point. Lady Hale has already raised that, although both the Ali and Ibrahim cases involved the issue of whether a particular letter has been received. Of course, cases that turn only on the resolution of fact can arise in other ways. In the homelessness context of which Tomlinson is an example, and my Lords and my Lady, this leaves 2 areas of major controversy. There is a third area of controversy in relation to remedy, whether it must be a declaration of incompatibility or not. But on the substance of the matter. Two major issues first were the council's adverse credibility findings against both appellants and consequent abandonment of the councils housing duties towards the appellant determinations of civil rights of the appellant's for Article six purposes. That is therefore, the determination not only at rights which plainly they are but of civil rights. We submit that they were civil rights that matters, what the Housing Act conferred, and secondly, if so, does Article six require a full merits review. In our submission, It does, in a case which turns on a simple question of primary fact with no specialist expertise required to determine it and no element of policy or discretion involved in the determination. Well, this latter submission well, the former submission involves the determination of a case that was not determined as such in Runa Begum, but was the assumption upon which the house proceeded. The latter submission involves either distinguishing or overruling the decision of the House of Lords in the Runa Begum case on suitability of accommodation. My Lord, another way of putting that submission is that it gives effect to the decision of the Strasbourg court in Tsfayo, in the UK and now also, we would say to the very recent and important decision of the Strasbourg court in Crompton and the UK a decision more recent even than our printed case, my Lord before coming in a moment to the first issue that is determination of civil rights. I should perhaps say a word about the composite expression in Article 6, an independent and impartial tribunal. Yes,"
p1,00:12:09.660,00:12:45.460,spk_2,"I'd be grateful if you would, because I was uneasy about her passage in your written case, where you simply asserted that the reviewing officer was not only not independent, which everybody would agree with, but that it had been effectively declared in Runa Begum that he was could not be regarded as impartial. I think Lord Hoffman particularly chose his words some care. And I think it's right to say Lord Bingham did as well. And so there is an area for debate as to whether the impartiality part of it was really it really matters. Where was it? Failed that test too."
p1,00:12:46.340,00:14:26.260,spk_1,"My Lord. What I submit about that is this. First of all, uh, that the expression an independent and impartial tribunal in article six led the House of Lords in Porter v McGill to say that the convention test under Article 6, the independent and impartial tribunal and the domestic test for bias have become one and the same and the fact that they are now in harmony. And as your Lordship indeed observed in Porter v McGill, there is a close relationship between the concept of independence and that of impartiality. My Lord, in this case, it's common ground that the review officers were not independent. My Lord actual partiality is not alleged, my Lord. But in our submission, the very lack of independence creates the appearance or perception of partiality. Because the first instance decision maker and the reviewer are both employed by the same authority and the decisions they both make have resource implications for their employing authority. So my Lord, although I accept that, impartiality is something separate from independent in our submission, they are very closely related. And, of course, the lack of independence suffices. Whether or not there is impartial, a lack of part there is impartiality for the purposes of Article six being engaged."
p1,00:14:26.300,00:14:52.950,spk_2,"I think that's Lord Bingham and, Runa Begum in paragraph 9.9 paragraph. Paragraph 3 is really making that point. He isolated independent earlier, but in paragraph 9, sub paragraph 3, he said, The rules do not establish this person as an impartial and independent tribunal, taking it as a the package, so I think you can take that out of it."
p1,00:14:53.570,00:15:21.100,spk_1,"It's not obvious to me. I've never really have to think through it. Not obvious to me what case you could be said to be not independent. And at the same time Mm. However, that you are impartial. What does it mean? Except for an apparent lack of apparent want of impartiality, of what I thought, that's what"
p1,00:15:21.100,00:15:21.260,spk_2,it is
p1,00:15:21.940,00:15:22.870,spk_1,not being
p1,00:15:22.880,00:15:23.650,spk_0,"meant,"
p1,00:15:24.140,00:15:59.600,spk_1,"My Lord. It may be that the key word is the word your Lordship used apparent in that if somebody is actually not with independence with independence, we're not talking about appearance. Somebody is independent or they're not. So one is talking about an actual lack of independence that may be combined with there not being an actual evidence, lack of lack of impartiality, but will agree with respect inevitably be the appearance of a lack of impartiality when there is a lack of independence,"
p1,00:15:59.610,00:16:04.860,spk_0,"the question is, clearly you can be independent but not impartial."
p1,00:16:06.140,00:16:06.500,spk_1,"Yeah,"
p1,00:16:06.510,00:16:15.760,spk_0,"that's obvious, but the question is, can you be not independent and still be impartial?"
p1,00:16:16.740,00:16:18.090,spk_1,That is the question.
p1,00:16:18.100,00:16:19.230,spk_0,That's the only question
p1,00:16:19.240,00:16:20.610,spk_1,that is the only
p1,00:16:20.680,00:16:27.790,spk_0,"one. And there are some subtle things that can be said because they were said to us in the Croydon case about that question. Yes,"
p1,00:16:28.110,00:16:46.470,spk_1,"and in the Croydon case, as I understand it, the argument there was that the officers making the decisions under Section 20 of the Children's Act not only not independent, that we're not impartial, and it's difficult to see that position really is any different under the Housing Act struck so far at that point is concerned."
p1,00:16:47.540,00:16:47.770,spk_0,"My Lord,"
p1,00:16:49.040,00:21:08.340,spk_1,"The Housing Act is in Volume 1 of the authorities at tab 1. My Lord, what has been extracted into the extract is both part 6 allocation of housing, accommodation and part seven homelessness, my Lord so far as part 6 is concerned allocation. We're not on this appeal directly, if indeed at all. Concerned with part 6 but Your Lordship's and my Lady we have seen from the printed cases, the respondents do seek to derive something from part 6, so one should perhaps look briefly at its general structure. Um, the introductory section, Section 159 requires a local housing authority to comply with the provisions of part 6 in allocating housing accommodation and for the purposes of part 6. They allocate housing accommodation in any of the circumstances set out in subsection two and then one seized by subsection 7. That broadly, a local housing authority may allocate housing accommodation in such manner as they consider appropriate that subject to the provisions of the party, we need to look at Section 160 cases where provisions about allocations do not apply, then paid four of the extract the section 160A allocation only to eligible persons, and I can go on. I think the page 8 and 2 sections 166 relating to applications for housing accommodation. Subsection 1 requires a local housing authority to secure that advice and information is available and assistance in making such an application. Then, subsection 2, they shall secure the applicant is informed of their rights. Um, every application must be considered subsection 3 and then the scheme in the allocation scheme is Section 167. Allocation is to be in accordance with the allocation scheme. Every local authority should have an allocation scheme for determining priorities, and as for the procedure to be followed in allocating housing accommodation for this purpose, the procedure includes all aspects of the allocation process, and the scheme is to include a statement of the authorities policy on offering people who are to be allocated housing accommodations, choice of accommodation for the opportunity to express preferences, mhm and then subsection 2. As regards priorities, the scheme should be framed so as to secure that reasonable preference is given to 5 categories of people, the first of whom is persons who are homeless within the meaning of part seven and then one sees after little A, the scheme may also be framed so far give additional preference to particular descriptions of people within the subsections. People with urgent housing needs and to a the scheme mate may contain provisions for determining priorities and allocating accommodation people within subsection 2 and the factors which the scheme may allow to be taken into account and over the page one seasons halfway down, the page in subsection for the Secretary of State may make regulations subsection 5 procedure actually framed in accordance with principles prescribed by the Secretary of State. But subject to that, the authority may decide on the principles to be framed and then subsection aid that the authorities shall not allocate housing accommodation except in accordance with their allocation scheme. Have then my Lord and my Lady, we come to part 7 homelessness"
p1,00:21:08.350,00:21:26.970,spk_2,"before you leave that is there an equivalent to section 1935, where one has this formality of the letter and you're given notice that if you refuse the accommodation, the duty will cease to exist. I don't think there is. In part 6, I"
p1,00:21:26.980,00:21:28.130,spk_1,don't think there is.
p1,00:21:28.140,00:21:37.580,spk_2,"On the other hand, we know letters were sent in these cases yet, but they didn't have the same effect as a refusal of a Part seven offer."
p1,00:21:38.540,00:21:38.860,spk_1,"I mean,"
p1,00:21:38.860,00:21:39.650,spk_2,under 162.
p1,00:21:39.750,00:21:44.060,spk_1,162 was referenced under 1674A. Which is one that
p1,00:21:44.640,00:21:45.140,spk_2,we
p1,00:21:45.140,00:21:52.900,spk_1,"skipped over 4A. 4 Capital A, little d, in fact, says you've got to be told about the right to review."
p1,00:21:52.910,00:21:53.970,spk_2,"Yes, yes."
p1,00:21:54.130,00:21:58.560,spk_1,"Various provisions that you have to be notified of this and that. Yes,"
p1,00:22:00.440,00:22:01.810,spk_2,thank you. Part 7
p1,00:22:01.990,00:25:59.830,spk_1,"distinct part of the act relating to homelessness. Part 7, uh, Section 175 defines homelessness and threatened homelessness. Uh, Section 176. The meaning of accommodation available for occupation and sex, 177 deals with whether it's reasonable to continue to occupy accommodation. I think I could go a number of pages forward to page 20 of the extract, a group of sections dealing with applications for assistance in case of homelessness or threatened homelessness. Section 183, the application following provisions of this part apply where a person applies to a local housing authority for accommodation for assistance in explaining it, and the authorities have reason to believe that he is or may be homeless or threatened with homelessness. Section 184 then relates to the inquiry to be made. If there is that reason to believe, then the authorities shall make such enquiries as necessary to satisfy themselves. Firstly, whether he is eligible for assistance and secondly, if so, whether any duty and if so, what duty is owed to him under the following provisions of this part. And then there's a notification requirement of the outcome and reasons in subsection 3 and then and section 188 at the bottom of page 25 there is an interim duty to accommodate in case of apparent priority need. Section 189 relates to priority needs. The various categories, including little be a person with whom dependent Children reside or might reasonably be expected to reside covers both present cases and then dealing with the post inquiry situation. The post Interim situation from Section 19 onwards the duty to duties The person is found to be homeless or threatened with homelessness. First of all, in section one, I know the duty to persons becoming homeless intentionally. So not our case and section 191 begin deals with becoming homeless intentionally in section 192 duty to persons not in priority need who are not homeless intentionally again not our case and then section 193 is our case duty to persons with priority need who are not homeless intentionally. This section applies where the authorities are satisfied that an applicant is homeless eligible for assistance has a priority need and they're not satisfied that he became homeless intentionally Unless the authority refer the application to another local housing authority doesn't arise here They shall secure that accommodation is available for occupation by the applicant. That in our submission is the key provisions they shall secure that accommodation is available for occupation by the applicant and then subsection three The authority are subject to the duty under this section until it ceases by virtue of any of the following provisions of this section and subsection five. The local authorities shall cease to be subject to the duty under the section if the applicant this having been informed by the authority of the possible consequence of refusal and it is right to request a review of the suitability of the accommodation. Secondly, refuses an offer of accommodation. And thirdly, that's an offer of accommodation which the authorities are satisfied is suitable for"
p1,00:25:59.830,00:26:00.270,spk_0,him.
p1,00:26:01.500,00:27:03.020,spk_1,"Then the authority may notify him that they regard themselves as having discharge their duty. Under this section, the local authority subsection 6 will cease to be subject to the duty under this section. If the applicant ceases to be eligible, comes homeless, intentionally accepts an offer of accommodation under part 6, or accepts an offer of an assured tenancy or otherwise voluntarily ceases to occupy as his only or principle home. The accommodation made available for his occupation. The authorities should also cease to be subject to the duty under this section if the applicant, having been informed of the possible consequences, refusal and it is right to request the review of the suitability of the accommodation refuses a final offer of accommodation under part 6. An offer of accommodation under part 6 is a final offer for the purposes of sub seven if it's made in writing and states that it is a final offer for the purposes of subsection at 7."
p1,00:27:03.030,00:27:04.410,spk_2,"Yes, yes"
p1,00:27:05.770,00:28:03.850,spk_1,"my Lord. Before leaving these predictions, I should refer also further on to section 22 at page 44. That's the right to request a review. The applicant has a right to request a review in various circumstances and subsection three, the request for review must be made within 21 days or such longer period as may be allowed. And on a request being duly made, the authority shall review the decision and then on page 47 section 4. There's a right of appeal to the county court on a point of law. The, if an applicant who has requested a review is dissatisfied with the decision on the review, he may appeal to the county court on any point of law arising from the decision"
p1,00:28:04.540,00:28:04.730,spk_0,and
p1,00:28:04.730,00:28:44.450,spk_1,"subsection 3 on appeal the court may make such order confirming, watching or varying the position as it thinks fit. My Lord, it may be and my Lady it may be convenient while we have this volume open to turn to the last tab, which is the review procedure regulations. And just to look at two provisions there. I'm terribly sorry [inaudible], just before we move on. Yeah. I mean, the review provisions under 1935 in terms is a review of the suitability. Then you've showed us to to"
p1,00:28:44.450,00:28:45.920,spk_2,which tells you you can have a review of
p1,00:28:45.920,00:28:58.620,spk_1,"all sorts of other things. I mean, is there some initial decision as to whether or not this letter has been refused, been received about the consequences"
p1,00:28:58.620,00:28:59.540,spk_2,of refusal?
p1,00:29:00.740,00:30:04.660,spk_1,"I mean, is there an initial decision taking us to that? Or is that I think the practise of the authority and no doubt of housing authorities generally is to make a composite decision rather than to have give her a ruling on the question of whether or not the letter has been received, and then to deal separately with any further questions that may arise? But only on review that the whole question is whether this letter has been received can arise. Oh, no. The because the initial decision is based on the premise that the letter was sent and received, Um, letter simply says, surely the you know, we've we've often do suitable accommodation and our duties discharged. It doesn't actually. The crucial letter is the earlier letter that says, You're offered this accommodation and if you don't take it, that's it. I know."
p1,00:30:05.340,00:30:16.070,spk_2,"Then the further letter 21st of March letter in Ali's case is the one that says, Well, you've had your chance. Our duty is now discharged and that gives rise. Does it to review"
p1,00:30:16.070,00:30:18.380,spk_1,a right to the review of the discharge
p1,00:30:18.390,00:30:19.870,spk_2,under section 2 to
p1,00:30:19.960,00:30:21.160,spk_1,Head b
p1,00:30:21.160,00:30:25.760,spk_2,Would it be? I think that any consider decision as to what duty is owed
p1,00:30:27.280,00:30:28.960,spk_1,"it be into,"
p1,00:30:30.140,00:30:34.060,spk_2,So the declaration they don't have the duty anymore would be covered by
p1,00:30:34.960,00:30:35.660,spk_0,death.
p1,00:30:36.840,00:30:37.170,spk_1,"All right,"
p1,00:30:39.170,00:30:40.860,spk_2,"well,"
p1,00:30:41.280,00:30:46.110,spk_1,the common ground that it certainly comes under 22. I don't think we've explored
p1,00:30:46.640,00:30:47.900,spk_0,with
p1,00:30:47.900,00:31:19.950,spk_1,"provision. It comes under within 22, and there may be more than one candidate. And on my Lord Lord Brown's point on Section 193. Of course, the duty may cease not only under subsection five, but under subsection six or under subsection seven and the interrelationship between 57 and 7 a is by no means a straightforward question. But hopefully one that doesn't is not necessary for the purpose of the resolution of these appeals."
p1,00:31:20.620,00:31:21.040,spk_0,But all
p1,00:31:21.040,00:32:10.300,spk_1,"I think I'm really asking is I mean, it isn't until you get to review that anybody is going to be saying I didn't get this letter, is it or is it? Well, certainly once the authorities say that they discharged their duty because you had a letter and the person says, Oh, no, I did not receive the letter. Then yes, there remedy is to pursue a review to revisit that question. So the review is the first time which anybody is actually going to be decided yes or no. Was the letter received? In one sense yes, because the initial decision maker is making the assumption that the letters you see because of the release that the letter was at any rate sent"
p1,00:32:11.840,00:32:12.050,spk_0,
p1,00:32:17.840,00:32:24.780,spk_1,"Well, the procedure regulations on tab 8. So the review is I'm sorry just to nail it. I mean, the review is the first time that there's any"
p1,00:32:24.780,00:32:25.830,spk_2,decision taken
p1,00:32:25.840,00:32:27.100,spk_1,yes or no. Was this letter
p1,00:32:27.100,00:32:27.560,spk_2,received?
p1,00:32:28.440,00:32:33.160,spk_1,"Yes, at the first time the question is addressed head on,"
p1,00:32:33.940,00:32:37.060,spk_0,"I suppose in practise, if somebody says hang on."
p1,00:32:37.740,00:32:38.450,spk_1,"Yeah,"
p1,00:32:39.240,00:32:59.350,spk_0,"you've sent me this letter, but I never got the letter of the 14th of March and surely it will be open to a housing officer if confronted with somebody saying that if they believe them to say Okay, I I believe it. Why should they not?"
p1,00:32:59.840,00:33:01.160,spk_1,No reason.
p1,00:33:01.540,00:33:14.160,spk_0,"I mean, I appreciate the first formal opportunity to say I never got it is on the review to a senior officer. But if you can persuade the junior officer that you didn't get the letter,"
p1,00:33:14.840,00:33:28.030,spk_1,"Yes, but that, of course, does presuppose that you're aware that a letter was sent, which if you didn't receive it, you wouldn't normally be aware until the authority indicates that they are resigning from their duty."
p1,00:33:28.140,00:33:38.210,spk_0,"That's what I mean. In response to the letter of the 21st of March, Mrs Ali goes along to whoever the author, the author of that letter is and says,"
p1,00:33:39.840,00:33:41.500,spk_1,whoever
p1,00:33:41.500,00:33:59.450,spk_0,"she's been dealing with Phil Dolan and says, hang on you say you sent me, you made me an offer. On the 14th of March or I never got any formal letter. All I had was a phone call or whatever it was that caused me to go along to see the property."
p1,00:34:00.140,00:34:23.960,spk_1,"Yeah, and so the matter would then arise at that stake in that way, Um, well, does that takes three weeks. Is it too late then to seek a review? It's too late to seek a review once, three weeks have gone unless time is extended where there is a powerful time to be extended."
p1,00:34:24.940,00:34:25.360,spk_0,
p1,00:34:26.040,00:35:01.470,spk_1,"But of course, if one hadn't received a letter telling one that the duty has been discharged, then you would have a rather strong case for saying that you could review have the review out of time. If you do get that letter of Mrs Ali, this is Ibrahim got that letter then, of course, they know, then proceeded on the basis that they had received an earlier letter that they have not received, and there's no reason why they shouldn't put in their their application for review in the normal way within the 21 days."
p1,00:35:02.140,00:35:40.770,spk_2,"Well, when can see to some extent in paragraph 7 of the statement of facts and issues the way in which it works out until that stage is reached because she said, she wasn't told what the address was that she was supposed to go to to view, and there was a telephone conversation and she was given the address. So there's a certain amount of common sense and practical solutions brought to their initially, which may take various forms. But the critical point is when the the final letter set out, I think, on the 21st of March declaring that because the offer has been refused, the duty ceases to exist. And that takes us into the regulations"
p1,00:35:40.950,00:38:10.150,spk_1,"because the regulations provide a fairly limited form of review. Its part three of the regulations page three of the last had in the same bundle, Um, and on page 3 of the extra print out is part 3 of the regulations that relate to homelessness regulation 6. Request for a review and notification of review procedure, request for a review under Section 202 should be made to the authority. There's no complication here as to which authority and then sub 2 to accept where a case falls within regulation 7, which isn't relevant for our purposes. The authority for whom a request for a review has been made shall notify the applicant that he or someone acting on his behalf may make representations in writing to the authority in connection with the review. So that's the limit of it at the rate at that stage, namely to make representations and to do so in writing. But then Regulation 8 procedure on a review. The reviewer shall, um, uh, consider any representations made under Regulation 6 and any representations made under paragraph 2, paragraph 2 deals with the situation of the reviewer considers the deficiency or irregularity in the original decision or in the manner in which it was may, but is minded nonetheless to make a decision, which is against the interests of the applicant on one or more issues. If that is so, then the reviewers shall notify the applicant that the reviewer is so minded. And the reasons why and that the applicant or someone acting on his behalf may make representations to the reviewer orally or in writing or both orally and in writing. So it is still a matter of representations only, but in and only in the subsection two situation at least the representations maybe oral as well as or in stead of and in writing. That's the extent of the review."
p1,00:38:10.160,00:38:19.380,spk_2,Could one also perhaps notice regulation 2 on page 2? Who is to make the decision on review?
p1,00:38:19.390,00:38:20.170,spk_1,"Yes,"
p1,00:38:20.180,00:38:24.750,spk_2,"because that bears on issues. Yes,"
p1,00:38:24.760,00:38:26.520,spk_1,the someone
p1,00:38:26.530,00:38:27.540,spk_2,someone different was
p1,00:38:27.540,00:38:32.410,spk_1,not involved in the original decision. And who is senior to the officer who made the original.
p1,00:38:32.620,00:38:35.890,spk_2,"But nevertheless, you say it is an officer of the authority"
p1,00:38:37.690,00:39:19.910,spk_1,"making decisions which have resource implications for the authority and and as I shall come to later, the review procedure, uh compares in our submission unfavourably with the review with the review or appeal procedure in relation to housing benefit with which the Strasbourg court was concerned. In the Tsfayo case upon which we rely, my Lord, our submission on determination of civil rights proceeds in the following stages. First, a statutory"
p1,00:39:19.920,00:39:21.840,spk_0,entitlement
p1,00:39:22.620,00:43:18.130,spk_1,"arising where particular qualifying conditions are met constitutes are right. My Lord, that's not an issue. Secondly, Section 193 subsection 2 of the Housing Act confers such a right again, not an issue. Yeah, thirdly, and again, not an issue that right continues until it ceases by virtue of any of the following provisions of Section 193. And fourthly, we submit this is where one does enter into controversy. We submit that the decision ultimately by the review officer, that the right has since with the determination of a civil right for article 6 purposes and that's the nub of the matter. For the purposes of the first issue my Lord's and my Lady, it is well established and not in dispute that is generally sufficient in order to constitute a civil right for article 6 purposes for there to be an individual economic right flowing from specific rules laid down in a statute. So the 6 necessary and we say sufficient components of the civil right. First of all, that there is a right. Secondly, that the right is an economic right. Thirdly, that the economic right is an individual, right? Fourthly, that the right flows from rules. Fifthly, that those are specific rules, and sixthly that there are rules laid down in the statute in our case, shortly stated as we submit that each of those components is manifestly fully satisfied, that, looking at the question whether there is an individual economic right flowing from specific rules laid down in a statute was established as being the appropriate test by the Strasbourg court in cases such as Salesi and Italy and Mennitto and Italy. Cases involving non contributory social welfare benefits as do the present cases and that principle, we say, applies here that the right to accommodation is an individual right as much as any cash benefit. It's an economic right as much as any cash benefit. It flows from specific rules in part 7 of the Housing Act. And we submit the fact that part 7 of the Housing Act may be regarded as part of a scheme of social welfare provision does not affect the salacious classification. Again, it's clearly established by a series of Strasbourg decisions and is not in dispute that the right to a social Security or welfare benefit is not withstanding its public nature well capable of being a civil right,"
p1,00:43:18.230,00:43:59.610,spk_2,"two points, the first is a specific one. I'm not quite sure I understand what you mean by an individual right, except perhaps it's the right given to an individual. Is that what you really mean? So a particular person can stand up and say I am the person to whom that right has given yes, right, I understand that. The other point is that looking at your 6, your list of 6 things, it strikes me that it has a very wide reach, actually, and the whole area of social provision. We're dealing obviously with housing, but it may be difficult to see where one stops if you're right about that, these are the components and the only components you need to have."
p1,00:44:00.090,00:44:25.920,spk_1,"Well, there will be situations which will clearly be on the other side of the line, so that if, for example, one takes part 6 of the Housing Act that we looked at briefly on allocation as indeed the House of Lords held in the [Inaudible] case that does not give right to any individual rights dealing with priorities of allocation, it doesn't give any individual any individual right."
p1,00:44:27.090,00:44:39.220,spk_0,"The National Health Service. The duty of the Secretary of State to provide a national health service, I think, is sitting there in Section one of the National Health Service Act that doesn't give rise to any individual rights to anything at all."
p1,00:44:40.070,00:44:53.150,spk_1,"the plenty of examples of that. But I do accept, however, that certainly there are situations outside the housing field to which the same submissions will apply. I"
p1,00:44:53.350,00:44:55.300,spk_0,did do in the Croydon
p1,00:44:56.190,00:44:56.830,spk_2,case.
p1,00:44:56.830,00:45:00.040,spk_0,"Of course, we heard all this argument at some considerable length"
p1,00:45:00.050,00:46:02.610,spk_1,"I'm going to seek to avoid too pursue this issue at any great length or to go back to material which, at any rate, some members of this court very familiar. But the proposition that, the social welfare schemes are not excluded on account of there being a public nature in our submission as well established and indeed has been established by Strasbourg authorities going back to Feldbrugge and Deumeland in the mid eighties and clearly stated, for example, in Schuler-Zgraggen and Switzerland more recently and indeed, as we shall see in Tsfayo itself. So it's no longer therefore controversial that the concept of the determination of a civil right extends too many questions arising in public law."
p1,00:46:02.670,00:46:02.750,spk_2,I
p1,00:46:02.750,00:47:11.610,spk_1,"mean, is yours business go to the position here is really no different from what it would be instead of 193, saying they've got shall provide suitable accommodation, it said, On these preconditions, being satisfied, they shall produce £10,000 outright. Exactly we say it's exactly the same. If you were provided with money with a view to it, assisting you with your housing difficulties that would plainly be caught. And our submission, the fact that we're looking at a benefit in kind rather than a cash benefit doesn't make a difference. And indeed, what we say it comes to is that if the right conferred by Section 193 is a right to a welfare benefit, then the right plainly does fall within Article 6 unless there is sufficient reason to exclude it and that the issue therefore effectively resolves itself into the question. Does the fact that Section 193 provides for a benefit in kind a right to accommodation rather than a benefit in cash? Take it outside the general rule."
p1,00:47:11.620,00:47:43.600,spk_2,"There is a difference between the two because the right to cash amount, I'm assuming, is simply a matter of calculation, and the arithmetic does. It provides the answer for you, whereas the word accommodation in Subsection 2 does conceal within it issues which need to be addressed and we can see later on issues of suitability and so on have to be considered. So you can't actually say at the stage of Subsection 2 that the individual can point to a particular address and say, That is my entitlement."
