session,start,end,speaker,text
p1,00:08:56.090,00:09:13.680,spk_4,"would certainly do that. And the only real difference, I think if I've got this right between myself and Advocate Depute in this case is how it mattered in the present case. Because we both say that it should have been disclosed."
p1,00:09:13.690,00:09:14.310,spk_2,We're
p1,00:09:14.310,00:09:42.440,spk_4,"both content with the test, which I mentioned in paragraph 50 of McDonald, which is repeated, I think, by both My Lord, Roger and My Lord in the chair in the case of Marta, no one is in this argument. At least I can't speak for other cases. But no one in this argument is disputing the test, and therefore the only matter which is between us is whether or not in the circumstances of this case, it would have mattered."
p1,00:09:43.640,00:09:52.660,spk_2,There is a helpful discussion in the case for the respondent in paragraph 14. We don't know whether you agree with the
p1,00:09:52.670,00:09:54.200,spk_5,way
p1,00:09:54.810,00:10:04.300,spk_2,"this works, is there. This is where we have our 14. That's the respondents case. He says the crown doesn't resist"
p1,00:10:04.340,00:10:04.610,spk_5,the
p1,00:10:04.620,00:10:18.890,spk_2,"proposition that outstanding charge Crown witness might be capable of materially weakening the Crown case. And the example is, if the witness and this is assuming a live of course now, is denying he's ever been in trouble with the police."
p1,00:10:20.480,00:10:21.010,spk_3,Absolutely.
p1,00:10:22.470,00:10:25.280,spk_2,That one could see that that would be relevant.
p1,00:10:28.465,00:10:45.195,spk_4,"Which is why I say that one has to start with, it is disclosable. The test is what in a shorthand as a materiality test. And then you simply have to apply it to the particular case because it could be a huge variety of ways it could apply to different cases"
p1,00:10:47.865,00:11:00.760,spk_2,"mentioned, but also the idea that the witness might have a personal animus against somebody because charge with some details as to what the charge was. Yeah, based"
p1,00:11:00.770,00:11:01.120,spk_4,on
p1,00:11:01.780,00:11:02.420,spk_2,allegations by somebody.
p1,00:11:02.870,00:11:32.960,spk_4,"Without being anecdotal, there is a case due to come back to the appeal court in Scotland and precisely that point. Where a key witness it has now been discovered had an outstanding charge, and the witness against him in the outstanding charge is the person who gave evidence against in the trial. Now that case is in the pipeline to come back as a reference from the Scottish Criminal Cases Review Commission. So it gives a perfect example, if I may say so of that happening."
p1,00:11:33.410,00:11:40.140,spk_3,"In Holland, there was, there was they were the outstanding charge related to drug dealing from the very premises, which were involved."
p1,00:11:41.200,00:12:07.610,spk_4,"But one just to see how it matters, one has to see how it matters in a particular case, one simply has to take materiality test and then say, as a matter of judgement, because in the end of the day, these things are always a matter of judgement. How does it apply to the particular case? And I say in this case, because this is the only area with disagreement on. So I moved to that that in this case it does matter."
p1,00:12:08.490,00:12:43.520,spk_0,"Mr Jackson, I mean, in a way, if it's already agreed this these outstanding charges fell within Lord Hope's definition of what was disclosable in McDonald in the past has almost been so isn't it? Because the obligation is to disclose these sort of things if they do materially weaken the Crown's case or material strength of the defence case and if they do either of those things almost by definition, if it's material."
p1,00:12:44.640,00:12:45.210,spk_3,That's right.
p1,00:12:45.390,00:12:52.710,spk_0,"But I mean, that's not quite what's agreed here. What's agreed here is that they might be capable of materially weakening the Crown's case."
p1,00:12:52.720,00:12:59.190,spk_4,"Yes, that's where we are in disagreement. If we were in agreement on the final point, there would be nothing to argue."
p1,00:12:59.200,00:13:12.460,spk_0,"But I'm just, I'm just suggesting that therefore the you actually have to. I mean, the question is whether they should have been disclosed, not whether their disclosure remained a difference strictly."
p1,00:13:12.930,00:13:13.670,spk_4,"Well,"
p1,00:13:14.010,00:13:21.940,spk_0,"I mean, I think I thought we agreed in the later case of Murdock that actually just to be on the safe side, you disclose these things anyway,"
p1,00:13:21.950,00:13:27.400,spk_4,I don't think the cloning and disagreement with that I think we are in agreement they should have been disclosed.
p1,00:13:27.410,00:13:32.790,spk_0,"But not because they met that test, because the test goes too far. If"
p1,00:13:32.790,00:13:36.370,spk_3,"that's what. You should really, which may either materially weaken -- exactly."
p1,00:13:36.370,00:13:37.230,spk_0,Exactly. I
p1,00:13:37.230,00:13:43.280,spk_3,"mean, that would be the best, that would refine it. Yes. I think that that would be preferable for the reason Lord Browne says."
p1,00:13:43.290,00:14:14.840,spk_4,"But what I think. I don't want to speak for the Advocate Depute and what the crown, I think are saying in this case that is all curable at this stage in the sense that when you look at it, you would say, well, it's not material in the same way as rightly or wrongly, the appeal court in Scotland cure, if i may use that word, the lack of disclosure of the previous convictions. The crown are inviting you to do the same with the outstanding cases and say, in lay terms, it didn't matter all that much."
p1,00:14:14.850,00:14:19.360,spk_2,"In the way it's put, and I'm sorry to keep referring to Mr Prentice's case, but it's a useful,"
p1,00:14:19.990,00:14:20.840,spk_4,I intend to do that.
p1,00:14:20.850,00:14:25.080,spk_2,"He intends to use page 12 in his case, he's saying"
p1,00:14:25.080,00:14:26.230,spk_5,that
p1,00:14:26.780,00:14:39.400,spk_2,the outstanding charges could not have been deployed and no unfairness was caused. And he's got seven points that he makes in order to reach that conclusion
p1,00:14:40.090,00:14:40.790,spk_4,and what I had --
p1,00:14:40.790,00:14:41.760,spk_2,that's an issue between them.
p1,00:14:41.960,00:14:54.240,spk_4,"What I had intended to do in presenting to this court. Why it does matter was, in fact, to use the Advocate Depute's seven reasons as to why it didn't matter and to answer each and every one of them."
p1,00:14:55.630,00:14:56.490,spk_2,Should we proceed then?
p1,00:14:56.500,00:15:14.420,spk_4,"That, I think, is the only matter in dispute answering those seven points. The Advocate Depute says first of all, it was part of a circumstantial case against the appellant and was not of such significance as to be decisive."
p1,00:15:14.850,00:15:24.890,spk_3,"I would just say, my mind, we're what, we're considering is what additional would come from disclosing the outstanding charge?"
p1,00:15:24.890,00:15:25.750,spk_4,Why it would have mattered?
p1,00:15:25.750,00:15:37.220,spk_3,"Why that, given that we have to assume that it wouldn't, it didn't make enough difference that they hadn't disclosed the previous conviction."
p1,00:15:37.310,00:15:39.600,spk_4,"Well, I'm stuck with that."
p1,00:15:40.020,00:15:40.640,spk_3,You
p1,00:15:40.650,00:15:51.330,spk_4,"might not agree with it and I will have to deal with that. That's one of the seven points, but I expect I accept to a degree, I stuck with"
p1,00:15:51.460,00:15:57.520,spk_0,"it. I mean, why? Why? Why aren't you suggesting that, really what we should be considering is the"
p1,00:15:57.520,00:16:05.620,spk_4,"cumulative failure. Well, My Lord, I mean, is ahead of me. That is what I would have said. It is the cumulative, what I meant I am stuck with. I'm"
p1,00:16:05.620,00:16:13.410,spk_0,"not suggesting, incidentally, don't get too optimistic, but I'm trying to see how you could be putting it."
p1,00:16:13.420,00:16:23.870,spk_4,"I, the accumulative point was the point I was going to meet when I said I was stuck with it. I mean, I'm stuck with what they did. But my answer to it, if"
p1,00:16:23.870,00:16:24.470,spk_3,you add this then it tips it over.
p1,00:16:24.480,00:16:45.120,spk_4,"Absolutely. It is what I will call, but I'm jumping ahead the tipping point. But they say that they're going to be answered in the number of ways he says. First of all, it was part of a circumstantial case and was not of such significance as could be decisive. Well, I would say that in a sense is"
p1,00:16:45.870,00:16:46.740,spk_2,true.
p1,00:16:46.750,00:17:12.209,spk_4,"In a sense, in a sense, in that it was a circumstantial case and that circumstantial case I don't intend to go through in detail but is laid out in a number of places in the volume. In particular, you would find it in the judgment in Allison in tab 10 and paragraph 16. It's also in the judge's report, which is a tab 4."
p1,00:17:16.480,00:17:23.209,spk_2,You've got the right. It's not. I'm sorry. There are two paragraphs 16 in the judges -- I'm
p1,00:17:23.209,00:17:23.620,spk_4,sorry [inaudible]
p1,00:17:25.480,00:17:30.360,spk_2,"paragraph 6(1) headed under the heading of the decision. Oh,"
p1,00:17:30.370,00:17:37.980,spk_0,"two where's the other. There are, there are two 16's and 17's and 18's."
p1,00:17:37.990,00:17:42.240,spk_2,Wait
p1,00:17:42.360,00:17:44.020,spk_0,a second. Wait
p1,00:17:44.030,00:17:47.650,spk_4,"16 where the word's, the decision, appear before the paragraph number."
p1,00:17:47.660,00:17:54.060,spk_2,It is my mistake. 16 is a quotation from Lord Hamilton.
p1,00:17:54.210,00:17:56.970,spk_3,Supplementary report Lord Bracket is at tab 8.
p1,00:17:56.980,00:18:03.380,spk_4,"Yes, that way it's laid out"
p1,00:18:03.380,00:18:04.310,spk_0,in a number of different
p1,00:18:04.310,00:18:08.440,spk_4,places. I'm content to say that that is the better place to do it from.
p1,00:18:11.140,00:18:16.500,spk_3,Thank you. It gives a great deal. It's actually it's tab 8.
p1,00:18:17.030,00:18:19.250,spk_4,And its in the third report.
p1,00:18:19.520,00:18:24.970,spk_3,One which goes into the detail. One thats got all the writing on it.
p1,00:18:24.980,00:18:29.560,spk_4,But that is the circumstantial case. But can I without going through in
p1,00:18:29.560,00:18:31.160,spk_2,"detail, just"
p1,00:18:31.160,00:18:34.550,spk_4,say one or two things about that to make the point I want to make?
p1,00:18:38.800,00:18:43.090,spk_3,Towards the back. Towards the back.
p1,00:18:43.090,00:18:43.910,spk_0,[Background noise].
p1,00:18:46.320,00:18:46.940,spk_3,[Background noise].
p1,00:18:47.510,00:18:48.030,spk_2,[Background noise].
p1,00:18:48.030,00:18:51.810,spk_3,[Background noise].
p1,00:18:51.820,00:18:52.770,spk_2,[Background noise].
p1,00:18:52.770,00:18:53.960,spk_0,[Background noise].
p1,00:18:53.960,00:18:54.520,spk_3,[Background noise].
p1,00:18:55.080,00:18:55.900,spk_0,[Background noise].
p1,00:18:55.900,00:18:56.270,spk_3,[Background noise].
p1,00:18:58.090,00:18:59.870,spk_2,[Background noise].
p1,00:18:59.870,00:19:01.090,spk_3,[Background noise].
p1,00:19:05.380,00:19:07.810,spk_2,It was the third report we're looking at?
p1,00:19:09.400,00:19:09.810,spk_4,"Sorry, My Lord?"
p1,00:19:10.240,00:19:12.990,spk_2,There are 3 reports have been collected in tab 8 and
p1,00:19:13.570,00:19:17.040,spk_4,"it's the third one? I think, I think the passage being referred to as in the third"
p1,00:19:17.040,00:19:17.850,spk_2,report.
p1,00:19:19.530,00:19:21.670,spk_4,But about the circumstantial case.
p1,00:19:22.830,00:19:23.450,spk_5,What
p1,00:19:23.450,00:20:03.410,spk_4,"I would say is this and this in is my submission, the important point, the evidence that Stronach gave via his statement evidence which came from, as it were, the dead Stronach was of a different character than all the other pieces of circumstantial evidence. It was not just a piece of circumstantial evidence like any other. By that, I mean, it was the only piece of circumstantial evidence that directly linked the accused Allison to a drug transaction."
p1,00:20:06.540,00:20:08.220,spk_3,It was the only piece of direct evidence?
p1,00:20:08.230,00:20:30.070,spk_4,"It was directly linked to a drugs transaction. Everything else linked him to people who were involved in the drug business. It was every other piece of circumstantial evidence involved him with meeting people, people. It was his evidence of association with people who in turn, were involved in the drug business"
p1,00:20:30.910,00:20:32.330,spk_2,to the bottom of page 3 of the report.
p1,00:20:33.210,00:20:34.340,spk_4,"Indeed,"
p1,00:20:34.350,00:20:35.370,spk_2,it mentions him by name. Indeed.
p1,00:20:35.560,00:20:36.560,spk_0,"Indeed,"
p1,00:20:36.570,00:20:38.470,spk_5,but
p1,00:20:38.500,00:20:39.570,spk_4,what Stronach was
p1,00:20:39.570,00:20:40.240,spk_2,saying
p1,00:20:40.780,00:21:04.020,spk_4,"was that on the day he had driven a car to Ayeshire and had been stopped with £30,000 worth of illegal drugs in his car. He was on that day driving on the instruction of a man whom the jury could infer was Mr Allison. So it was not a piece of evidence like any other."
p1,00:21:06.130,00:21:06.480,spk_3,It
p1,00:21:06.480,00:22:58.940,spk_4,"had a particular significance. Although this is not in the documents you have, it is not without note, because I checked it just recently that in dealing with this in his speech to the jury, the Advocate Depute described that piece of evidence as being significant. In that sense, he did give it some prominence because he speaks about and I quote, Mr Stronach said, that it was Stevie who asked him to take the car down to Kilmarnock. Now, if that is true, that is clearly a quite, significant piece of evidence because it would closely associate Stephen Alison with a specific vehicle on a specific day. A specific vehicle that you know, was found later that same specific day to contain a substantial quantity of cocaine. So the Advocate Depute was, to some degree and quite properly majoring on the fact that that linked him directly to a drug transaction. Everything else is just association with people who are in the drug business. So when the Advocate Depute says it is part of a circumstantial case, he's right. When he says it was not of such significance as to be decisive. If he means by that, was there a sufficiency of evidence without it? Then he may be right, but it should not be thought it was just a piece of circumstantial evidence like any other. It was a highly significant piece of circumstantial evidence because it was, as I repeat, the only direct link to a drug transaction. And therefore was that the jewel, as it were in that particular case."
p1,00:22:59.660,00:23:10.460,spk_2,"The Appeal Court at page 14, the bottom of the page we consider"
p1,00:23:10.460,00:23:11.490,spk_0,that a corroborated
p1,00:23:11.500,00:23:14.860,spk_2,case existed against the appellant without the necessity of taking into account the evidence given by Mr Stronach?
p1,00:23:18.520,00:23:52.750,spk_4,"I have just conceded that. I've not said it was decisive in the sense it was crucial. I'm not saying it was crucial for sufficiency. Therefore, when the Advocate Depute says it was not of such significance to be decisive, if he means it wasn't necessary for sufficiency, then I give him that. But what I say is it was It is wrong to jump from that to say it was just a circumstantial piece of evidence like any other. It was not. It was far more significant than any other piece of evidence."
p1,00:23:54.830,00:23:55.480,spk_2,
p1,00:23:59.530,00:24:33.050,spk_4,"The second matter the Advocate Depute made, if I go through this quickly, is that the witness did not give evidence before the court. I'm not quite sure how that helps him, because that I would have suggested to this court makes matters worse because a witness who does not give evidence having material with which to discredit him is even more critical because your normal methods of undermining the witness are not present."
p1,00:24:35.240,00:24:39.270,spk_3,"I mean, here, the witness was undermined. Yes,"
p1,00:24:39.270,00:24:47.700,spk_4,I come to that. I do come to that. But I'm simply dealing with the issues that are raised. And the second one is he wasn't giving evidence. Now
p1,00:24:48.020,00:25:08.590,spk_2,"it's true. The point he is getting out, I think, is that it wasn't possible to put details to him and therefore one of the uses to which one would put the outstanding charges.Yes, yes. Isn't available. For example excepting that he was in trouble with the police."
p1,00:25:08.600,00:25:14.560,spk_4,That's right. But the point I would make the the converse of
p1,00:25:14.560,00:25:16.650,spk_5,that is that
p1,00:25:16.660,00:25:24.670,spk_4,a witness by a Section 259 notice is for the defence counsel extremely difficult altogether
p1,00:25:24.680,00:25:25.640,spk_2,because
p1,00:25:25.640,00:25:53.600,spk_4,"it's almost undealable with because there's no one there under oath, there is no cross examination. There is no assessing the demeanour of the witnesses and the witness box. He may or may not have looked like a shifty character to use a phrase, but we will never know that. So any ammunition you have to discredit him becomes all the more critical when you can't use your normal tools to discredit"
p1,00:25:55.020,00:25:57.960,spk_2,for the avoidance of doubt allows the court.
p1,00:25:58.120,00:26:12.560,spk_4,"That's the method by which his evidence was led. I'm sorry, I'm sorry in My Lord's that's the procedure under the Scottish legislation that allows evidence of a witness to be led without the witness being present."
p1,00:26:12.570,00:26:15.460,spk_2,Is a trial judge expected to give directions to the jury about the care that is to be taken?
p1,00:26:19.410,00:26:21.510,spk_3,I
p1,00:26:21.520,00:26:43.420,spk_4,"think the point out, as he pointed out in this case, that he was not cross examined. He was not on oath to say those things. They don't give the equivalent of what I call an [inaudible] warning, but they don't I think, tell that the jury specifically they must treat the evidence with care. But they would tend to point out the limitations that is. But he's always evidence given, like that is always"
p1,00:26:43.870,00:26:54.220,spk_3,"does say, he says, you're going to have to exercise great care. And he says that in his charge bottom of page 23 top of page 24."
p1,00:26:54.230,00:26:57.480,spk_4,"I understood, My Lord in the chair to have asked me was it a sort of"
p1,00:26:57.480,00:26:58.810,spk_5,set in
p1,00:26:58.810,00:27:04.170,spk_4,"stone legal ruling that had to say that I'm not aware of that, although I accept he said it very much in that case."
p1,00:27:05.100,00:27:16.120,spk_0,"But I mean, had you known everything. Are you in a position to say I mean you might have been able to object to his evidence being allowed in under section 259. Having regard to all this"
p1,00:27:17.890,00:27:48.720,spk_4,"the difficulty. I would like to say that I could, but I don't think I could have, because the law's pretty much settled that if he is dead, it is allowed in. It is a matter of assessment later on in the trace as to what can be made of it. It is very, very difficult to stop evidence being led under Section 259 if the witness is dead. Perhaps should be easier, but I have to say it's not, it's not at all easy, so I don't think that stopping the evidence would have been possible. My complaint"
p1,00:27:48.720,00:27:50.180,spk_0,"is, I mean, we've"
p1,00:27:50.180,00:27:51.090,spk_5,had
p1,00:27:51.100,00:27:52.750,spk_0,on this side of the border.
p1,00:27:52.930,00:27:53.950,spk_6,We're
p1,00:27:53.950,00:27:59.760,spk_0,"giving judgment in a case. Is it tomorrow called [inaudible], which deals with a whole host of Strasbourg?"
p1,00:28:00.520,00:28:00.790,spk_2,Was
p1,00:28:00.790,00:28:14.140,spk_0,"anybody not? Absolutely. And there's a case called Al Quadra, and I mean Strasbourg put huge question marks over the use of dead witnesses and so forth. I mean, that's in the context, with the solar and decisive"
p1,00:28:14.150,00:28:14.980,spk_5,evidence.
p1,00:28:15.910,00:28:26.490,spk_0,"That is, that is true that is true. But, I mean, I think our own domestic legislation has built in safeguards. I don't know,"
p1,00:28:26.500,00:28:36.430,spk_4,"but the point being made about solar and decisive evidence would apply, as I understand that north of the broader where it is decisive, then we're into a different,"
p1,00:28:36.440,00:28:37.140,spk_2,
p1,00:28:37.150,00:28:45.910,spk_4,"into a different part. But in this situation, do I think had I had this extra ammunition, I could have stopped it being led. No, I don't. I absolutely"
p1,00:28:46.050,00:28:47.490,spk_0,think that
p1,00:28:47.490,00:28:50.400,spk_4,would not have been something I would have tried or succeeded
p1,00:28:50.400,00:28:50.930,spk_2,in.
p1,00:29:01.260,00:29:36.410,spk_4,"And I suspect, perhaps generally speaking to do, I'm not entirely sure of that, but I think probably to do. But my point remains that the fact he is not giving evidence is a point, as it were in my favour, because I don't have the normal tools to deal with him. So anything I can have to discredit him becomes evolving more value because I can't use his demeanour. I can't cross examine him. I can't do any of those things. So having the discrediting tools is even more important with the witness led under 259 because"
p1,00:29:36.410,00:29:37.970,spk_5,"of,"
p1,00:29:37.980,00:30:11.240,spk_4,"the fact that he is not presently. It's the same, of course, and some force in this and I think this is the point Lord Roger was making to me. It is accepted by all parties that Mr Stronach was a liar and told many lies in his interview. And that is true. Clearly, the Crown case depended on him telling lies because, for example, in his statement, he said, Mr Allison told me to take the car, but he did, said he told me to take it for a different reason. The Crown wanted part of that and not part of it."
p1,00:30:11.250,00:30:12.450,spk_3,He said he was going to sell it?
p1,00:30:12.450,00:31:22.160,spk_4,"To sell it, and indeed, in his speech to the jury is very much said. But I say that doesn't matter. The question is not whether he was a liar. The question is whether one could reliably believe anything this man said, and in the end of the day, the Crown are saying yes, this person does not always tell the truth, the whole truth and nothing but the truth. But it remains the position that this very significant part of the crown case and I go back to the fact it was significant depended on that part of it and asking a jury to accept the man being truthful on that matter. And the question is not whether or not he was a liar. In some ways, the question is whether or not he should have been believed in anything, whether he was a man, that anyone could place any credence on or any reliability on the Crown in my submission can't get away from that by saying, Well, we said he was not entirely truthful. I was gonna say in almost every case, in lots of cases, well, the Crown can find something to criticise their own witness. That's not the issue. The issue is whether he can believed at all."
p1,00:31:22.210,00:31:32.860,spk_2,"Point 3, i don't know whether you finished point 2. Point 3 is accepted by all parties. That's"
p1,00:31:32.860,00:31:34.560,spk_4,"what I'm trying to answer, point 3."
p1,00:31:34.670,00:31:50.880,spk_2,"and what we have the material for. The outstanding charges, which has not been proved against him, of course, are two charges under the Misuse of Drugs Act. One charge of death by housebreaking and a number of road traffic"
p1,00:31:51.450,00:32:01.390,spk_4,I can come to that if i may My Lords. But that's right. But the fourth matter there is because that comes in 2.5 I think the fourth matter the crown
p1,00:32:01.390,00:32:02.320,spk_2,raised
p1,00:32:02.620,00:32:05.310,spk_4,is that the only evidence they relied
p1,00:32:05.310,00:32:05.890,spk_2,on
p1,00:32:06.820,00:32:30.310,spk_4,"that is the piece about the instruction to take the car to Ayeshire was supported by independent evidence. No, I don't accept that. I simply do not accept that the independent evidence was that car being seen in the driveway of the appellant earlier the same day."
p1,00:32:31.080,00:32:31.400,spk_5,Now
p1,00:32:31.400,00:33:15.970,spk_4,"that is only as it were independent evidence to support what one knew anyway that there was evidence of association with people. The key part of Mr Stronach's evidence is the instruction he was given that Allison gave him to drive it. The car and the driveway earlier doesn't help in that at all. It only adds to the general level of association. I'm sure the crown prayed at an aide in the sense of it was part of the picture of association. But what they were really relying on in Stronach's evidence was Stronach says Allison, or the man who could be inferred to be Allison told me to drive the car to Ayeshire."
p1,00:33:17.690,00:33:18.850,spk_3,"I mean,"
p1,00:33:18.860,00:33:25.870,spk_4,"that's not supported, that key issue, which is a significant part of the Advocate Depute's significance."
p1,00:33:26.660,00:33:27.210,spk_5,That's
p1,00:33:27.210,00:33:29.180,spk_4,not supported by independent evidence at all.
p1,00:33:30.020,00:33:43.900,spk_3,"I mean, obviously, I mean, I said it, but I mean, the fact that it was in the car was in the driveway at morning, and drugs are found in it later that day. I mean, it's part of the circumstantial picture."
p1,00:33:43.900,00:34:09.290,spk_4,"Of course. I don't say it is not of value, but I don't say it is a much value in it supports that. It supports the fact that Mr Allison associated with these people, it doesn't, the key part, what is really significant in Stronach's evidence by 259 is that we gave him the instruction to go there. That's what links us to drug transaction. The independent evidence doesn't help with that."
p1,00:34:10.190,00:34:11.810,spk_0,Does it speak to an association
p1,00:34:11.810,00:34:29.159,spk_4,"with the car? Yes, of course. But, if I'm associated with a person who has a car, I may well, also be, it doesn't. It doesn't change the the problem the Crown have of adding to giving instruction to go there."
p1,00:34:30.190,00:34:31.129,spk_3,Well the significance
p1,00:34:31.129,00:34:32.690,spk_0,of Stronach's evidence
p1,00:34:33.179,00:34:33.340,spk_6,and
p1,00:34:33.340,00:34:34.520,spk_5,the part of his evidence
p1,00:34:34.520,00:34:35.820,spk_2,that the crown
p1,00:34:35.820,00:34:36.950,spk_5,wish to rely
